Format Version,1.23,Take Name,Take 2024-01-17 05.22.17 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-01-17 05.22.18.071 PM,Capture Start Frame,13450254,Total Frames in Take,7420,Total Exported Frames,7420,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1503,15.030000,-0.474830,0.351624,-0.383937,-0.359842,0.353873,-0.412519,-0.299691,0.354405,-0.181421,-0.243937,0.354360,-0.442558,-0.073006,0.343415,0.579346,0.004525,0.345008,0.513680,0.660153,0.340738,-0.187608,0.691701,0.337832,-0.114120,0.721920,0.333584,-0.040671,0.753552,0.331311,0.032271,0.927425,0.349276,-0.171242,,,,,,,0.122541,0.341178,0.726610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,15.040000,-0.475040,0.351434,-0.384829,-0.359842,0.353873,-0.412519,-0.300409,0.353390,-0.181783,-0.243882,0.354347,-0.442776,-0.073022,0.343461,0.579414,0.004570,0.345030,0.513578,0.660298,0.340901,-0.187681,0.691771,0.337869,-0.113938,0.722162,0.333916,-0.040793,0.753552,0.331311,0.032271,0.927425,0.349276,-0.171242,,,,,,,0.122568,0.341343,0.726636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,15.050000,-0.475067,0.351463,-0.384931,-0.359826,0.353809,-0.412873,-0.299783,0.354426,-0.182134,-0.243819,0.354324,-0.442958,-0.073022,0.343461,0.579414,0.004229,0.343352,0.514443,0.660195,0.340709,-0.187599,0.691613,0.337679,-0.114086,0.722172,0.333905,-0.040852,0.753616,0.331261,0.032176,0.927425,0.349276,-0.171242,,,,,,,0.122541,0.341178,0.726610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,15.060000,-0.475148,0.351604,-0.385457,-0.359898,0.353908,-0.413544,-0.300329,0.354133,-0.182221,-0.243542,0.354830,-0.442803,-0.073022,0.343461,0.579414,0.004229,0.343352,0.514443,0.660480,0.340972,-0.187755,0.691613,0.337679,-0.114086,0.722160,0.333918,-0.040795,0.753747,0.331440,0.032131,0.927514,0.349470,-0.171329,,,,,,,0.122568,0.341343,0.726636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,15.070000,-0.475232,0.351499,-0.386340,-0.359898,0.353908,-0.413544,-0.301043,0.353771,-0.182609,-0.244023,0.354405,-0.442860,-0.073020,0.343395,0.579270,0.003463,0.343334,0.513847,0.660195,0.340709,-0.187599,0.691656,0.337652,-0.114049,0.722172,0.333905,-0.040852,0.753779,0.331413,0.032071,0.927425,0.349276,-0.171242,,,,,,,0.122030,0.341354,0.727064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,15.080000,-0.475172,0.351423,-0.386423,-0.360122,0.353499,-0.413581,-0.301043,0.353771,-0.182609,-0.243684,0.354455,-0.443515,-0.073022,0.343461,0.579414,0.004432,0.344344,0.514007,0.660234,0.340682,-0.187614,0.691673,0.337663,-0.113846,0.722195,0.333886,-0.040903,0.753788,0.331413,0.032132,0.927514,0.349470,-0.171329,,,,,,,0.122030,0.341354,0.727064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,15.090000,-0.475173,0.351471,-0.386526,-0.360122,0.353499,-0.413581,-0.301043,0.353771,-0.182609,-0.243594,0.354363,-0.443357,-0.073022,0.343461,0.579414,0.003907,0.342858,0.514137,0.660340,0.340872,-0.187689,0.691771,0.337869,-0.113938,0.722162,0.333916,-0.040793,0.753841,0.331376,0.032131,0.927462,0.349254,-0.171256,,,,,,,0.122030,0.341354,0.727064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,15.100000,-0.475020,0.351755,-0.386137,-0.359898,0.353908,-0.413544,-0.300492,0.354244,-0.182598,-0.243762,0.354483,-0.442841,-0.073022,0.343461,0.579414,0.004183,0.343272,0.514607,0.660237,0.340680,-0.187548,0.691871,0.337866,-0.113962,0.722177,0.333913,-0.040721,0.753909,0.331337,0.032175,0.927462,0.349254,-0.171256,,,,,,,0.122260,0.341227,0.726896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,15.110000,-0.475112,0.351620,-0.385494,-0.359416,0.354273,-0.413495,-0.300329,0.354133,-0.182221,-0.243542,0.354830,-0.442803,-0.073022,0.343461,0.579414,0.004183,0.343272,0.514607,0.660237,0.340680,-0.187548,0.691673,0.337663,-0.113846,0.722280,0.334106,-0.040576,0.753909,0.331337,0.032175,0.927462,0.349254,-0.171256,,,,,,,0.122541,0.341178,0.726610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,15.120000,-0.475059,0.351676,-0.385225,-0.359703,0.354032,-0.413292,-0.300329,0.354133,-0.182221,-0.243542,0.354830,-0.442803,-0.073022,0.343461,0.579414,0.004229,0.343352,0.514443,0.660197,0.340707,-0.187531,0.691771,0.337869,-0.113938,0.722292,0.334093,-0.040632,0.753777,0.331170,0.032339,0.927462,0.349254,-0.171256,,,,,,,0.122541,0.341178,0.726610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,15.130000,-0.475103,0.351564,-0.385124,-0.360212,0.353367,-0.415799,-0.299831,0.354088,-0.182141,-0.243542,0.354830,-0.442803,-0.073006,0.343415,0.579346,0.004229,0.343352,0.514443,0.660237,0.340680,-0.187548,0.691771,0.337869,-0.113938,0.722140,0.333962,-0.040489,0.753685,0.331233,0.032339,0.927491,0.349238,-0.171214,,,,,,,0.122030,0.341354,0.727064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,15.140000,-0.475181,0.351747,-0.385306,-0.360032,0.353955,-0.413506,-0.300121,0.351232,-0.182858,-0.243572,0.354980,-0.442999,-0.073022,0.343461,0.579414,0.004229,0.343352,0.514443,0.660197,0.340707,-0.187531,0.691771,0.337869,-0.113938,0.722026,0.333786,-0.040395,0.753777,0.331170,0.032339,0.927425,0.349276,-0.171242,,,,,,,0.122030,0.341354,0.727064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,15.150000,-0.475256,0.351433,-0.386253,-0.360412,0.353822,-0.413534,-0.301043,0.353771,-0.182609,-0.243637,0.353972,-0.443304,-0.073055,0.343551,0.579394,0.004438,0.345084,0.513693,0.660197,0.340707,-0.187531,0.691673,0.337663,-0.113846,0.722026,0.333786,-0.040395,0.753616,0.331273,0.032295,0.927425,0.349276,-0.171242,,,,,,,0.121716,0.340969,0.727507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,15.160000,-0.475232,0.351499,-0.386340,-0.360412,0.353822,-0.413534,-0.301159,0.353395,-0.182617,-0.243737,0.354439,-0.443698,-0.073055,0.343551,0.579394,0.004229,0.343352,0.514443,0.660153,0.340738,-0.187591,0.691673,0.337663,-0.113846,0.721896,0.333609,-0.040555,0.753701,0.331477,0.032209,0.927425,0.349276,-0.171242,,,,,,,0.121806,0.340904,0.727505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,15.170000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301159,0.353395,-0.182617,-0.243737,0.354439,-0.443698,-0.073022,0.343461,0.579414,0.004229,0.343352,0.514443,0.660298,0.340901,-0.187698,0.691728,0.337895,-0.113975,0.721906,0.333597,-0.040614,0.753707,0.331466,0.032138,0.927425,0.349276,-0.171242,,,,,,,0.121716,0.340969,0.727507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,15.180000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301043,0.353771,-0.182609,-0.243778,0.354525,-0.443770,-0.073036,0.343442,0.579338,0.003913,0.343734,0.514108,0.660340,0.340872,-0.187689,0.691728,0.337895,-0.113975,0.722172,0.333905,-0.040852,0.753707,0.331466,0.032138,0.927514,0.349470,-0.171329,,,,,,,0.122158,0.341563,0.727772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,15.190000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301043,0.353771,-0.182609,-0.243684,0.354455,-0.443515,-0.073022,0.343461,0.579414,0.004212,0.343483,0.514292,0.660308,0.340894,-0.187731,0.691613,0.337679,-0.114086,0.722172,0.333905,-0.040852,0.753737,0.331440,0.032071,0.927416,0.349279,-0.171300,,,,,,,0.122158,0.341563,0.727772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,15.200000,-0.475172,0.351423,-0.386423,-0.360277,0.353775,-0.413573,-0.301043,0.353771,-0.182609,-0.243684,0.354455,-0.443515,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660337,0.340874,-0.187714,0.691583,0.337696,-0.114140,0.722195,0.333886,-0.040903,0.753737,0.331440,0.032071,0.927416,0.349279,-0.171300,,,,,,,0.122220,0.341308,0.726801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,15.210000,-0.475232,0.351499,-0.386340,-0.359898,0.353908,-0.413544,-0.301268,0.353530,-0.182408,-0.243706,0.354420,-0.443421,-0.072955,0.343625,0.579324,0.004229,0.343352,0.514443,0.660480,0.340972,-0.187755,0.691624,0.337882,-0.114211,0.722195,0.333886,-0.040903,0.753779,0.331413,0.032071,0.927505,0.349474,-0.171388,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,15.220000,-0.475256,0.351433,-0.386253,-0.360277,0.353775,-0.413573,-0.301268,0.353530,-0.182408,-0.244023,0.354405,-0.442860,-0.072994,0.343648,0.579164,0.004229,0.343352,0.514443,0.660234,0.340682,-0.187614,0.691758,0.337650,-0.114074,0.722195,0.333886,-0.040903,0.753779,0.331413,0.032071,0.927416,0.349279,-0.171300,,,,,,,0.121874,0.341377,0.725737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,15.230000,-0.475256,0.351433,-0.386253,-0.360032,0.353955,-0.413506,-0.301159,0.353395,-0.182617,-0.243706,0.354420,-0.443421,-0.072955,0.343560,0.579181,0.003366,0.343472,0.513647,0.660480,0.340972,-0.187755,0.691656,0.337652,-0.114049,0.722195,0.333886,-0.040903,0.753779,0.331413,0.032071,0.927514,0.349470,-0.171329,,,,,,,0.122158,0.341563,0.727772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,15.240000,-0.475232,0.351499,-0.386340,-0.360412,0.353822,-0.413534,-0.301043,0.353771,-0.182609,-0.243684,0.354455,-0.443515,-0.072955,0.343560,0.579181,0.004229,0.343352,0.514443,0.660379,0.340845,-0.187705,0.691771,0.337869,-0.113938,0.722172,0.333905,-0.040852,0.753779,0.331413,0.032071,0.927505,0.349474,-0.171388,,,,,,,0.122220,0.341308,0.726801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,15.250000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.300941,0.353473,-0.182749,-0.243778,0.354525,-0.443770,-0.072977,0.343668,0.579238,0.004229,0.343352,0.514443,0.660519,0.340945,-0.187772,0.691773,0.337654,-0.113866,0.722172,0.333905,-0.040852,0.753808,0.331400,0.032115,0.927454,0.349258,-0.171315,,,,,,,0.122760,0.341243,0.726450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,15.260000,-0.475196,0.351498,-0.386626,-0.360235,0.353547,-0.413785,-0.300699,0.353855,-0.183016,-0.243845,0.354519,-0.443932,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660234,0.340682,-0.187614,0.691771,0.337869,-0.113938,0.722352,0.333977,-0.040847,0.753909,0.331337,0.032175,0.927551,0.349448,-0.171344,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,15.270000,-0.475507,0.351483,-0.387186,-0.360235,0.353547,-0.413785,-0.300699,0.353855,-0.183016,-0.243965,0.354364,-0.443955,-0.073055,0.343551,0.579394,0.004229,0.343352,0.514443,0.660519,0.340945,-0.187772,0.691771,0.337869,-0.113938,0.722601,0.334213,-0.040697,0.753909,0.331337,0.032175,0.927551,0.349448,-0.171344,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,15.280000,-0.475196,0.351498,-0.386626,-0.360245,0.353620,-0.413805,-0.300738,0.353705,-0.182936,-0.243725,0.354504,-0.443838,-0.073006,0.343695,0.579231,0.004229,0.343352,0.514443,0.660382,0.340843,-0.187638,0.691871,0.337866,-0.113962,0.722557,0.334247,-0.040646,0.753909,0.331337,0.032175,0.927672,0.349501,-0.171390,,,,,,,0.122335,0.341286,0.726237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,15.290000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.300951,0.353631,-0.182808,-0.243652,0.353999,-0.443380,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660379,0.340845,-0.187705,0.691771,0.337869,-0.113938,0.722587,0.334218,-0.040754,0.753962,0.331257,0.032194,0.927664,0.349505,-0.171448,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,15.300000,-0.475172,0.351423,-0.386423,-0.360507,0.353373,-0.413609,-0.301159,0.353395,-0.182617,-0.243684,0.354455,-0.443515,-0.073055,0.343551,0.579394,0.004229,0.343352,0.514443,0.660382,0.340843,-0.187638,0.691771,0.337869,-0.113938,0.722464,0.334051,-0.040797,0.753909,0.331337,0.032175,0.927551,0.349448,-0.171344,,,,,,,0.122221,0.341312,0.726692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,15.310000,-0.475158,0.351576,-0.386333,-0.360277,0.353775,-0.413573,-0.301043,0.353771,-0.182609,-0.243684,0.354455,-0.443515,-0.073055,0.343551,0.579394,0.004183,0.343272,0.514607,0.660519,0.340945,-0.187772,0.691771,0.337869,-0.113938,0.722414,0.334156,-0.040579,0.753909,0.331337,0.032175,0.927581,0.349431,-0.171302,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,15.320000,-0.475172,0.351423,-0.386423,-0.359898,0.353908,-0.413544,-0.301159,0.353395,-0.182617,-0.243684,0.354455,-0.443515,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660379,0.340845,-0.187705,0.691673,0.337663,-0.113846,0.722402,0.334170,-0.040522,0.753881,0.331350,0.032132,0.927462,0.349254,-0.171256,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,15.330000,-0.475172,0.351423,-0.386423,-0.360507,0.353373,-0.413609,-0.301043,0.353771,-0.182609,-0.243706,0.354420,-0.443421,-0.073055,0.343551,0.579394,0.004168,0.343400,0.514456,0.660379,0.340845,-0.187705,0.691871,0.337866,-0.113962,0.722028,0.333775,-0.040641,0.753775,0.331426,0.032174,0.927425,0.349276,-0.171242,,,,,,,0.122080,0.341286,0.726543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,15.340000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301043,0.353771,-0.182609,-0.243726,0.354544,-0.443589,-0.072977,0.343668,0.579238,0.004229,0.343352,0.514443,0.660519,0.340945,-0.187772,0.691771,0.337869,-0.113938,0.722041,0.333759,-0.040645,0.753703,0.331465,0.032099,0.927462,0.349254,-0.171256,,,,,,,0.122760,0.341243,0.726450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,15.350000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301159,0.353395,-0.182617,-0.243778,0.354525,-0.443770,-0.072994,0.343648,0.579164,0.004212,0.343483,0.514292,0.660234,0.340682,-0.187614,0.691613,0.337679,-0.114086,0.722162,0.333916,-0.040793,0.753697,0.331466,0.032079,0.927514,0.349470,-0.171329,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,15.360000,-0.475196,0.351498,-0.386626,-0.360235,0.353547,-0.413785,-0.300489,0.353925,-0.183142,-0.243778,0.354525,-0.443770,-0.072990,0.343713,0.579306,0.004212,0.343483,0.514292,0.660379,0.340845,-0.187705,0.691583,0.337696,-0.114140,0.722162,0.333916,-0.040793,0.753707,0.331466,0.032138,0.927514,0.349470,-0.171329,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,15.370000,-0.475196,0.351498,-0.386626,-0.360245,0.353620,-0.413805,-0.300583,0.354231,-0.183009,-0.243845,0.354519,-0.443932,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660195,0.340709,-0.187599,0.691771,0.337869,-0.113938,0.722172,0.333905,-0.040852,0.753788,0.331413,0.032132,0.927416,0.349279,-0.171300,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,15.380000,-0.475195,0.351444,-0.386523,-0.360507,0.353373,-0.413609,-0.300213,0.351400,-0.183094,-0.243953,0.354384,-0.443700,-0.072940,0.343580,0.579256,0.003961,0.343400,0.513388,0.660379,0.340845,-0.187705,0.691583,0.337696,-0.114140,0.722162,0.333916,-0.040793,0.753779,0.331413,0.032071,0.927462,0.349254,-0.171256,,,,,,,0.122062,0.341374,0.726594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,15.390000,-0.475232,0.351499,-0.386340,-0.360507,0.353373,-0.413609,-0.301159,0.353395,-0.182617,-0.243726,0.354544,-0.443589,-0.073041,0.343505,0.579326,0.003961,0.343400,0.513388,0.660379,0.340845,-0.187705,0.691871,0.337866,-0.113962,0.722086,0.333716,-0.040812,0.753779,0.331413,0.032071,0.927416,0.349279,-0.171300,,,,,,,0.122769,0.340550,0.726027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,15.400000,-0.475232,0.351499,-0.386340,-0.360277,0.353775,-0.413573,-0.301159,0.353395,-0.182617,-0.243726,0.354544,-0.443589,-0.072994,0.343648,0.579164,0.004212,0.343483,0.514292,0.660379,0.340845,-0.187705,0.691771,0.337869,-0.113938,0.722195,0.333886,-0.040903,0.753881,0.331350,0.032132,0.927454,0.349258,-0.171315,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,15.410000,-0.475232,0.351499,-0.386340,-0.360277,0.353775,-0.413573,-0.301159,0.353395,-0.182617,-0.243684,0.354455,-0.443515,-0.072977,0.343668,0.579238,0.004212,0.343483,0.514292,0.660352,0.340612,-0.187770,0.691771,0.337869,-0.113938,0.722162,0.333916,-0.040793,0.753872,0.331351,0.032071,0.927454,0.349258,-0.171315,,,,,,,0.121553,0.341723,0.727365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,15.420000,-0.475173,0.351471,-0.386526,-0.360507,0.353373,-0.413609,-0.301159,0.353395,-0.182617,-0.243637,0.353972,-0.443304,-0.072990,0.343713,0.579306,0.004212,0.343483,0.514292,0.660379,0.340845,-0.187705,0.691771,0.337869,-0.113938,0.722063,0.333734,-0.040761,0.753900,0.331338,0.032115,0.927581,0.349316,-0.171362,,,,,,,0.122728,0.340932,0.725983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,15.430000,-0.475196,0.351498,-0.386626,-0.360507,0.353373,-0.413609,-0.301043,0.353771,-0.182609,-0.243637,0.353972,-0.443304,-0.072990,0.343713,0.579306,0.004229,0.343352,0.514443,0.660234,0.340682,-0.187614,0.691771,0.337869,-0.113938,0.722162,0.333916,-0.040793,0.753881,0.331350,0.032132,0.927514,0.349470,-0.171329,,,,,,,0.122551,0.341353,0.726075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
