Format Version,1.23,Take Name,Take 2024-01-17 05.31.03 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-01-17 05.31.03.279 PM,Capture Start Frame,13502779,Total Frames in Take,6044,Total Exported Frames,6044,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.060000,-1.017231,0.341339,0.354385,-0.997564,0.344254,0.236696,-0.978470,0.346307,0.118231,-0.761943,0.347716,0.275546,-0.424186,0.360346,-1.189017,-0.398859,0.360183,-1.242409,-0.375184,0.363564,-1.297264,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156882,0.371269,-1.197867,0.445536,0.331520,0.974309,0.579651,0.334186,0.768939,1.276235,0.346890,-0.277974,1.416830,0.329710,-0.082374,1.335673,0.335903,-0.049204,0.376408,0.333294,0.903130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.070000,-1.015942,0.342197,0.353506,-0.995690,0.344716,0.235864,-0.976416,0.346705,0.116815,-0.760410,0.347141,0.275503,-0.424186,0.360346,-1.189017,-0.398353,0.361522,-1.243547,-0.375267,0.363504,-1.297472,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156882,0.371269,-1.197867,0.443618,0.332260,0.974567,0.578190,0.334695,0.769593,1.276252,0.346606,-0.278374,1.416830,0.329710,-0.082374,1.335673,0.335903,-0.049204,0.374507,0.334303,0.903559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.080000,-1.013730,0.342600,0.352843,-0.993982,0.343732,0.235852,-0.976740,0.348448,0.116353,-0.758310,0.346808,0.274973,-0.424186,0.360346,-1.189017,-0.398324,0.361493,-1.243667,-0.374983,0.363637,-1.297561,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156882,0.371269,-1.197867,0.440580,0.331304,0.975005,0.575406,0.333713,0.770081,1.276235,0.346890,-0.277974,1.416830,0.329710,-0.082374,1.344279,0.332267,-0.048130,0.371574,0.333168,0.904040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.090000,-1.011904,0.342355,0.351779,-0.991532,0.342876,0.234481,-0.971884,0.346371,0.117958,-0.755822,0.346182,0.275468,-0.424113,0.360586,-1.189082,-0.398859,0.360183,-1.242409,-0.374987,0.363315,-1.297456,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.157162,0.371105,-1.197967,0.438437,0.331406,0.975153,0.572775,0.334162,0.769828,1.276355,0.347017,-0.278107,1.416830,0.329710,-0.082374,1.335673,0.335903,-0.049204,0.369112,0.333346,0.904062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.100000,-1.009976,0.342019,0.352107,-0.989312,0.342147,0.233998,-0.970208,0.346466,0.116646,-0.753861,0.346319,0.273476,-0.424186,0.360346,-1.189017,-0.398859,0.360183,-1.242409,-0.374983,0.363637,-1.297561,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156882,0.371269,-1.197867,0.435962,0.331636,0.974886,0.570347,0.334490,0.769665,1.275716,0.345880,-0.278159,1.416830,0.329710,-0.082374,1.335673,0.335903,-0.049204,0.366232,0.333077,0.903894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.110000,-1.008595,0.341593,0.351611,-0.988783,0.343855,0.232682,-0.968231,0.346766,0.116140,-0.753065,0.346204,0.274620,-0.424186,0.360346,-1.189017,-0.398853,0.360225,-1.242376,-0.374541,0.363870,-1.297400,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156697,0.371561,-1.197757,0.433664,0.330787,0.975023,0.569043,0.334603,0.770280,1.276252,0.346606,-0.278374,1.417023,0.329652,-0.082412,1.335673,0.335903,-0.049204,0.364484,0.333335,0.904369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.120000,-1.007236,0.341974,0.350592,-0.985722,0.344340,0.233585,-0.966590,0.347076,0.115889,-0.751444,0.345847,0.272926,-0.424113,0.360586,-1.189082,-0.398716,0.360154,-1.242322,-0.374721,0.363924,-1.297674,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156397,0.371803,-1.197634,0.430970,0.330122,0.974743,0.566891,0.334552,0.770609,1.276293,0.346625,-0.278107,1.417023,0.329652,-0.082412,1.344654,0.331973,-0.048536,0.363235,0.333480,0.904596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.130000,-1.005002,0.341707,0.349212,-0.984292,0.342491,0.231902,-0.964863,0.348104,0.115396,-0.749008,0.347326,0.273521,-0.424113,0.360586,-1.189082,-0.398716,0.360154,-1.242322,-0.374616,0.363889,-1.297413,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156104,0.371938,-1.197472,0.429317,0.330183,0.974853,0.565054,0.335087,0.771029,1.276292,0.346772,-0.278202,1.417023,0.329652,-0.082412,1.344654,0.331973,-0.048536,0.361217,0.333757,0.904950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.140000,-1.003338,0.340903,0.348524,-0.983394,0.344694,0.232549,-0.962823,0.346745,0.115022,-0.748785,0.346421,0.272834,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374768,0.363625,-1.297331,-0.348705,0.366160,-1.351112,-0.324223,0.367844,-1.406118,-0.156382,0.371641,-1.197601,0.427708,0.331055,0.975947,0.563009,0.335138,0.771170,1.275794,0.345779,-0.278264,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.358707,0.334149,0.904852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.150000,-1.002001,0.341790,0.347816,-0.980938,0.343459,0.231661,-0.961227,0.346527,0.113905,-0.746978,0.346056,0.271720,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374747,0.363612,-1.297075,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156104,0.371938,-1.197472,0.426205,0.331825,0.976614,0.561967,0.334956,0.772207,1.276585,0.346944,-0.278129,1.417023,0.329652,-0.082412,1.344799,0.332095,-0.048223,0.356735,0.334093,0.905326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.160000,-0.999906,0.341651,0.348315,-0.979565,0.343455,0.230140,-0.959062,0.345714,0.113164,-0.744026,0.347358,0.272096,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374687,0.363810,-1.296836,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156119,0.372100,-1.197505,0.423873,0.330268,0.975996,0.560289,0.335834,0.773773,1.276650,0.346803,-0.278234,1.417023,0.329652,-0.082412,1.344590,0.332203,-0.048222,0.355429,0.333027,0.905811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.170000,-0.999082,0.341882,0.347246,-0.977990,0.343463,0.230200,-0.957610,0.345873,0.112782,-0.742297,0.346339,0.271396,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.375053,0.363532,-1.296990,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.155897,0.372411,-1.197382,0.422252,0.330644,0.977215,0.558444,0.334969,0.773493,1.276617,0.346507,-0.278524,1.417023,0.329652,-0.082412,1.344654,0.331973,-0.048536,0.353418,0.332864,0.906386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.180000,-0.997073,0.342333,0.347446,-0.976034,0.343794,0.230964,-0.956306,0.345798,0.112534,-0.740364,0.345966,0.271352,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.374687,0.363810,-1.296836,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.156119,0.372100,-1.197505,0.421113,0.331366,0.978065,0.556014,0.335497,0.773741,1.276534,0.346674,-0.278102,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.352738,0.333275,0.907239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.190000,-0.995206,0.342194,0.346948,-0.974536,0.342958,0.230102,-0.955208,0.345886,0.112269,-0.738978,0.346432,0.270998,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.375053,0.363532,-1.296990,-0.348996,0.365944,-1.351011,-0.324791,0.367401,-1.405928,-0.156119,0.372100,-1.197505,0.419850,0.331480,0.978583,0.555150,0.335627,0.774231,1.276585,0.346944,-0.278129,1.417023,0.329652,-0.082412,1.344590,0.332203,-0.048222,0.350766,0.333577,0.907507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.200000,-0.993698,0.342039,0.347010,-0.974024,0.344914,0.228674,-0.953865,0.346125,0.111974,-0.737316,0.346915,0.270044,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.375191,0.363602,-1.297006,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.156119,0.372100,-1.197505,0.418316,0.331083,0.979602,0.554016,0.336254,0.775079,1.276650,0.346803,-0.278234,1.416830,0.329710,-0.082374,1.344673,0.332077,-0.048143,0.350149,0.333976,0.908165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.210000,-0.991055,0.341703,0.348310,-0.970907,0.345109,0.230387,-0.952076,0.347599,0.112633,-0.736262,0.346107,0.269595,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.375191,0.363602,-1.297006,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.156697,0.371561,-1.197757,0.417190,0.331409,0.980471,0.554748,0.338492,0.777486,1.276470,0.346815,-0.277997,1.416830,0.329710,-0.082374,1.344468,0.332203,-0.048162,0.349164,0.333662,0.908907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.220000,-0.990050,0.342047,0.347041,-0.970996,0.343847,0.228018,-0.950765,0.347021,0.111227,-0.734923,0.346135,0.269196,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.375486,0.363302,-1.297147,-0.348996,0.365944,-1.351011,-0.324791,0.367401,-1.405928,-0.156697,0.371561,-1.197757,0.416984,0.331407,0.980883,0.552415,0.335545,0.776748,1.276429,0.346648,-0.278168,1.416830,0.329710,-0.082374,1.344673,0.332077,-0.048143,0.348081,0.333333,0.909226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.230000,-0.988850,0.341242,0.346166,-0.968329,0.345461,0.229102,-0.949312,0.347185,0.111058,-0.733288,0.347324,0.269680,-0.424186,0.360346,-1.189017,-0.398853,0.360225,-1.242376,-0.374321,0.364183,-1.297275,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.156697,0.371561,-1.197757,0.417133,0.331769,0.981287,0.552340,0.335549,0.776836,1.276235,0.346890,-0.277974,1.416830,0.329710,-0.082374,1.344485,0.332140,-0.048110,0.347917,0.333195,0.909513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.240000,-0.987607,0.341157,0.346773,-0.967689,0.342615,0.227795,-0.946919,0.345957,0.110794,-0.732491,0.347018,0.269602,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.375184,0.363564,-1.297264,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156697,0.371561,-1.197757,0.417221,0.331505,0.981133,0.552415,0.335545,0.776748,1.276372,0.346915,-0.278037,1.417023,0.329652,-0.082412,1.344485,0.332140,-0.048110,0.347815,0.333589,0.909558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.250000,-0.986336,0.341579,0.346249,-0.966890,0.343650,0.226711,-0.945403,0.346005,0.110657,-0.730763,0.347169,0.269475,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.375118,0.363446,-1.297451,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156882,0.371269,-1.197867,0.416489,0.329077,0.980005,0.552551,0.335579,0.776466,1.276372,0.346735,-0.278507,1.416830,0.329710,-0.082374,1.344468,0.332203,-0.048162,0.348852,0.333490,0.909467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.260000,-0.985223,0.340517,0.345921,-0.965574,0.344214,0.227093,-0.944470,0.346282,0.110049,-0.730188,0.346374,0.268023,-0.424113,0.360586,-1.189082,-0.398859,0.360183,-1.242409,-0.374834,0.363579,-1.297539,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156882,0.371269,-1.197867,0.418077,0.330098,0.979995,0.553655,0.336133,0.775255,1.276372,0.346735,-0.278507,1.416830,0.329710,-0.082374,1.344571,0.332099,-0.048616,0.349583,0.333171,0.909047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.270000,-0.984357,0.341359,0.345329,-0.963973,0.343836,0.226956,-0.943288,0.346529,0.109258,-0.728040,0.346525,0.268652,-0.424113,0.360586,-1.189082,-0.398716,0.360154,-1.242322,-0.374983,0.363637,-1.297561,-0.348696,0.366135,-1.351364,-0.324223,0.367844,-1.406118,-0.156697,0.371561,-1.197757,0.420242,0.331255,0.979017,0.554341,0.336136,0.773720,1.275760,0.345853,-0.278319,1.417023,0.329652,-0.082412,1.344654,0.331973,-0.048536,0.350492,0.333532,0.908337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.280000,-0.983018,0.342224,0.345250,-0.961294,0.343156,0.227631,-0.941924,0.347024,0.109251,-0.726450,0.346580,0.268626,-0.424113,0.360586,-1.189082,-0.398859,0.360183,-1.242409,-0.374834,0.363579,-1.297539,-0.348705,0.366160,-1.351112,-0.324223,0.367844,-1.406118,-0.156681,0.371399,-1.197725,0.421180,0.331544,0.978143,0.554729,0.335500,0.772719,1.276252,0.346606,-0.278374,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.351529,0.333425,0.907655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.290000,-0.981863,0.341759,0.344311,-0.960956,0.343227,0.227162,-0.940827,0.346649,0.109580,-0.725693,0.346070,0.268594,-0.424113,0.360586,-1.189082,-0.398716,0.360154,-1.242322,-0.374987,0.363315,-1.297456,-0.348430,0.366447,-1.351220,-0.324506,0.367688,-1.406033,-0.157342,0.370057,-1.197544,0.421917,0.331364,0.977257,0.556879,0.336836,0.771386,1.276372,0.346735,-0.278507,1.417023,0.329652,-0.082412,1.335673,0.335903,-0.049204,0.353017,0.333306,0.907021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.300000,-0.979877,0.342034,0.344399,-0.960445,0.344505,0.225884,-0.939604,0.345880,0.109365,-0.724308,0.345911,0.266168,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374991,0.363127,-1.297422,-0.348430,0.366447,-1.351220,-0.324223,0.367844,-1.406118,-0.156382,0.371641,-1.197601,0.423233,0.329805,0.975091,0.556976,0.336492,0.770319,1.276372,0.346735,-0.278507,1.417023,0.329652,-0.082412,1.335673,0.335903,-0.049204,0.353726,0.332799,0.905651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.310000,-0.978250,0.341251,0.344827,-0.958196,0.343925,0.227517,-0.938977,0.346093,0.109631,-0.723110,0.346232,0.266079,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374698,0.363418,-1.297283,-0.348705,0.366160,-1.351112,-0.324223,0.367844,-1.406118,-0.156104,0.371938,-1.197472,0.424846,0.331902,0.975179,0.558976,0.336223,0.768894,1.276351,0.346505,-0.278333,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.354669,0.333073,0.904142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.320000,-0.977495,0.341568,0.345015,-0.957038,0.344357,0.228227,-0.938196,0.346009,0.109677,-0.722033,0.346994,0.265962,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374605,0.363860,-1.297152,-0.348705,0.366160,-1.351112,-0.324198,0.367876,-1.405903,-0.156104,0.371938,-1.197472,0.425431,0.331342,0.973665,0.560166,0.335351,0.768921,1.276533,0.346500,-0.278563,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.356007,0.332791,0.902872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.330000,-0.975832,0.341233,0.345700,-0.956543,0.344546,0.228591,-0.937390,0.346761,0.109954,-0.720750,0.347272,0.266574,-0.424186,0.360346,-1.189017,-0.398716,0.360154,-1.242322,-0.374750,0.363793,-1.297108,-0.348705,0.366160,-1.351112,-0.324506,0.367688,-1.406033,-0.156104,0.371938,-1.197472,0.427080,0.331821,0.972427,0.562183,0.335442,0.768489,1.276576,0.346354,-0.278683,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.357905,0.333004,0.901767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.340000,-0.975029,0.341743,0.346094,-0.955201,0.343850,0.228686,-0.935771,0.346338,0.109793,-0.719275,0.347162,0.267366,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.375191,0.363602,-1.297006,-0.348996,0.365944,-1.351011,-0.324506,0.367688,-1.406033,-0.156205,0.372158,-1.197511,0.427573,0.329590,0.969800,0.562741,0.335413,0.768074,1.276466,0.346634,-0.278465,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.359455,0.333708,0.900286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.350000,-0.973454,0.341556,0.345769,-0.954147,0.343071,0.228132,-0.933944,0.347224,0.109489,-0.718009,0.346812,0.267339,-0.424513,0.360155,-1.188896,-0.398716,0.360154,-1.242322,-0.375053,0.363532,-1.296990,-0.348996,0.365944,-1.351011,-0.324791,0.367401,-1.405928,-0.156119,0.372100,-1.197505,0.430756,0.331723,0.969388,0.565123,0.334551,0.764664,1.276533,0.346500,-0.278563,1.417023,0.329652,-0.082412,1.344571,0.332099,-0.048616,0.361308,0.333334,0.898293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
