Format Version,1.23,Take Name,Take 2023-11-20 04.33.16 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-11-20 04.33.16.833 PM,Capture Start Frame,5943418,Total Frames in Take,2850,Total Exported Frames,2850,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
55,0.550000,-1.136718,0.378505,2.022037,-1.063852,0.378363,2.053858,-1.005063,0.380210,1.819140,-0.921729,0.370171,-1.084996,-0.866410,0.368247,-1.129806,-0.751074,0.367502,-1.226140,-0.684043,0.372307,-0.970796,0.877195,0.369973,1.010008,1.004403,0.366863,1.240499,1.040109,0.367266,1.192049,1.069527,0.366562,1.150312,1.097538,0.366900,1.113363,1.134642,0.365885,1.064120,1.363268,0.356077,-0.589565,1.458904,0.355816,-0.643288,1.554355,0.354609,-0.697240,1.576476,0.358713,-0.434721,-0.805020,0.368329,-1.181023
55,0.550000,-1.136718,0.378505,2.022037,-1.063852,0.378363,2.053858,-1.005063,0.380210,1.819140,-0.921729,0.370171,-1.084996,-0.866410,0.368247,-1.129806,-0.751074,0.367502,-1.226140,-0.684043,0.372307,-0.970796,0.877195,0.369973,1.010008,1.004403,0.366863,1.240499,1.040109,0.367266,1.192049,1.069527,0.366562,1.150312,1.097538,0.366900,1.113363,1.134642,0.365885,1.064120,1.363268,0.356077,-0.589565,1.458904,0.355816,-0.643288,1.554355,0.354609,-0.697240,1.576476,0.358713,-0.434721,-0.805020,0.368329,-1.181023
55,0.550000,-1.136718,0.378505,2.022037,-1.063852,0.378363,2.053858,-1.005063,0.380210,1.819140,-0.921729,0.370171,-1.084996,-0.866410,0.368247,-1.129806,-0.751074,0.367502,-1.226140,-0.684043,0.372307,-0.970796,0.877195,0.369973,1.010008,1.004403,0.366863,1.240499,1.040109,0.367266,1.192049,1.069527,0.366562,1.150312,1.097538,0.366900,1.113363,1.134642,0.365885,1.064120,1.363268,0.356077,-0.589565,1.458904,0.355816,-0.643288,1.554355,0.354609,-0.697240,1.576476,0.358713,-0.434721,-0.805020,0.368329,-1.181023
56,0.560000,-1.136672,0.378558,2.021953,-1.063914,0.378311,2.053805,-1.005036,0.380210,1.819117,-0.921717,0.370150,-1.085035,-0.866374,0.368276,-1.129835,-0.753439,0.369299,-1.225511,-0.684019,0.372321,-0.970816,0.877056,0.369998,1.010118,1.004483,0.366873,1.240495,1.040147,0.367270,1.192059,1.069549,0.366611,1.150309,1.097489,0.366862,1.113372,1.134590,0.365919,1.064034,1.363273,0.356029,-0.589611,1.458950,0.355833,-0.643307,1.554383,0.354640,-0.697229,1.576465,0.358740,-0.434730,,,
57,0.570000,-1.136662,0.378489,2.021972,-1.063848,0.378303,2.053785,-1.005057,0.380227,1.819040,-0.921651,0.370206,-1.085016,-0.866319,0.368258,-1.129857,-0.753442,0.369315,-1.225593,-0.683909,0.372316,-0.970902,0.876935,0.370008,1.010324,1.004731,0.366839,1.240542,1.040258,0.367241,1.192058,1.069637,0.366676,1.150288,1.097464,0.366897,1.113267,1.134526,0.365897,1.063868,1.363206,0.356017,-0.589433,1.458830,0.355868,-0.643247,1.554168,0.354596,-0.697249,1.576557,0.358712,-0.434797,,,
58,0.580000,-1.136544,0.378522,2.021963,-1.063721,0.378297,2.053783,-1.005082,0.380212,1.818982,-0.921590,0.370155,-1.084937,-0.866321,0.368277,-1.129792,-0.753494,0.369249,-1.225612,-0.683813,0.372293,-0.970972,0.876868,0.370009,1.010409,1.004844,0.366856,1.240537,1.040372,0.367238,1.192013,1.069521,0.365588,1.149616,1.099441,0.367664,1.112247,1.134516,0.365910,1.063759,1.363199,0.356055,-0.589300,1.458692,0.355850,-0.643186,1.554053,0.354594,-0.697286,1.576651,0.358719,-0.434831,,,
59,0.590000,-1.136524,0.378518,2.022017,-1.063667,0.378303,2.053757,-1.005073,0.380221,1.818974,-0.921667,0.370189,-1.084895,-0.866366,0.368280,-1.129768,-0.753544,0.369271,-1.225555,-0.683864,0.372272,-0.970922,0.876947,0.370024,1.010341,1.004835,0.366864,1.240502,1.040354,0.367244,1.192013,1.069512,0.365561,1.149610,1.097487,0.366887,1.113236,1.134549,0.365916,1.063774,1.363219,0.356020,-0.589441,1.458789,0.355858,-0.643250,1.554155,0.354567,-0.697295,1.576578,0.358717,-0.434809,,,
60,0.600000,-1.136576,0.378519,2.021904,-1.063777,0.378326,2.053748,-1.004971,0.380218,1.819006,-0.921763,0.370185,-1.084902,-0.866401,0.368281,-1.129767,-0.753491,0.369226,-1.225490,-0.683946,0.372284,-0.970825,0.877025,0.370010,1.010185,1.004761,0.366867,1.240461,1.040310,0.367237,1.191984,1.069483,0.365561,1.149617,1.099528,0.367700,1.112307,1.134598,0.365895,1.063837,1.363301,0.356045,-0.589644,1.458920,0.355839,-0.643333,1.554425,0.354618,-0.697249,1.576464,0.358691,-0.434757,-0.805042,0.368349,-1.181009
61,0.610000,-1.136721,0.378540,2.021812,-1.063951,0.378317,2.053700,-1.004911,0.380242,1.819025,-0.921707,0.370208,-1.084972,-0.866395,0.368273,-1.129772,-0.753493,0.369250,-1.225486,-0.684003,0.372288,-0.970793,0.877039,0.370002,1.010138,1.004742,0.366852,1.240446,1.040322,0.367253,1.191985,1.069540,0.365607,1.149613,1.099516,0.367704,1.112301,1.134640,0.365895,1.063809,1.363279,0.356061,-0.589615,1.458897,0.355882,-0.643344,1.554363,0.354655,-0.697282,1.576474,0.358694,-0.434798,,,
62,0.620000,-1.136707,0.378506,2.021805,-1.063934,0.378324,2.053691,-1.004972,0.380208,1.818958,-0.921667,0.370203,-1.084962,-0.866345,0.368290,-1.129811,-0.753460,0.369253,-1.225539,-0.683888,0.372236,-0.970874,0.876944,0.370011,1.010229,1.004848,0.366857,1.240421,1.040342,0.367197,1.191939,1.068323,0.367731,1.151860,1.097486,0.366913,1.113192,1.134589,0.365902,1.063675,1.363211,0.356031,-0.589409,1.458743,0.355877,-0.643263,1.554069,0.354597,-0.697313,1.576615,0.358682,-0.434865,,,
63,0.630000,-1.136568,0.378521,2.021893,-1.063732,0.378309,2.053650,-1.005119,0.380207,1.818854,-0.921617,0.370211,-1.084922,-0.866305,0.368295,-1.129801,-0.753514,0.369262,-1.225575,-0.683779,0.372275,-0.970971,0.876834,0.370017,1.010380,1.005008,0.366879,1.240392,1.040469,0.367250,1.191888,1.068427,0.367644,1.151878,1.097621,0.366290,1.113011,1.134532,0.365897,1.063506,1.363132,0.356031,-0.589249,1.458620,0.355888,-0.643183,1.553924,0.354584,-0.697344,1.576668,0.358718,-0.434906,,,
64,0.640000,-1.136442,0.378504,2.021960,-1.063581,0.378312,2.053664,-1.005152,0.380197,1.818796,-0.921605,0.370197,-1.084848,-0.866306,0.368255,-1.129715,-0.753577,0.369274,-1.225568,-0.683769,0.372246,-0.970951,0.876785,0.369994,1.010417,1.005123,0.366897,1.240348,1.040519,0.367208,1.191807,1.068711,0.367538,1.151923,1.097005,0.367227,1.113501,1.134472,0.365910,1.063405,1.363205,0.356044,-0.589409,1.458719,0.355864,-0.643271,1.554061,0.354600,-0.697294,1.576565,0.358703,-0.434856,,,
65,0.650000,-1.136455,0.378551,2.021871,-1.063643,0.378304,2.053662,-1.005019,0.380212,1.818875,-0.921703,0.370191,-1.084812,-0.866377,0.368272,-1.129696,-0.753542,0.369294,-1.225491,-0.683875,0.372255,-0.970863,0.876833,0.370019,1.010293,1.005058,0.366905,1.240282,1.040498,0.367229,1.191790,1.068776,0.367489,1.151906,1.099628,0.367899,1.111969,1.134505,0.365906,1.063379,1.363234,0.356033,-0.589642,1.458862,0.355840,-0.643348,1.554358,0.354630,-0.697306,1.576445,0.358725,-0.434808,,,
66,0.660000,-1.136621,0.378531,2.021791,-1.063884,0.378273,2.053706,-1.004816,0.380206,1.819000,-0.921764,0.370232,-1.084854,-0.866388,0.368235,-1.129696,-0.753535,0.369276,-1.225445,-0.683946,0.372270,-0.970795,0.876888,0.370000,1.010158,1.004943,0.366895,1.240286,1.040433,0.367217,1.191785,1.068418,0.367605,1.151856,1.097454,0.366902,1.113053,1.134565,0.365897,1.063484,1.363246,0.356027,-0.589637,1.458870,0.355882,-0.643360,1.554301,0.354625,-0.697317,1.576481,0.358707,-0.434826,-0.805035,0.368331,-1.180958
67,0.670000,-1.136694,0.378512,2.021774,-1.063907,0.378320,2.053666,-1.004797,0.380189,1.819010,-0.921704,0.370178,-1.084890,-0.866345,0.368248,-1.129724,-0.751066,0.367515,-1.226136,-0.683929,0.372293,-0.970819,0.876956,0.370032,1.010054,1.004798,0.366907,1.240319,1.040299,0.367218,1.191817,1.068300,0.367662,1.151881,1.097626,0.366296,1.113029,1.134572,0.365883,1.063609,1.363203,0.356042,-0.589405,1.458701,0.355875,-0.643266,1.554035,0.354595,-0.697364,1.576655,0.358711,-0.434928,,,
68,0.680000,-1.136549,0.378540,2.021825,-1.063754,0.378302,2.053670,-1.005033,0.380222,1.818894,-0.921603,0.370161,-1.084897,-0.866282,0.368259,-1.129756,-0.753478,0.369260,-1.225542,-0.683787,0.372297,-0.970897,0.876943,0.370005,1.010114,1.004748,0.366865,1.240367,1.040301,0.367233,1.191888,1.069469,0.365646,1.149548,1.097424,0.366909,1.113171,1.134544,0.365891,1.063660,1.363133,0.356022,-0.589254,1.458609,0.355878,-0.643206,1.553911,0.354563,-0.697346,1.576696,0.358677,-0.434984,,,
69,0.690000,-1.136471,0.378515,2.021972,-1.063572,0.378320,2.053641,-1.005229,0.380208,1.818811,-0.921594,0.370154,-1.084819,-0.866290,0.368238,-1.129726,-0.751096,0.367486,-1.226224,-0.683710,0.372287,-0.970964,0.876869,0.370001,1.010226,1.004848,0.366897,1.240370,1.040296,0.367245,1.191884,1.068264,0.367701,1.151845,1.099444,0.367744,1.112137,1.134482,0.365900,1.063605,1.363162,0.356043,-0.589429,1.458667,0.355892,-0.643301,1.554013,0.354608,-0.697373,1.576609,0.358709,-0.434923,,,
70,0.700000,-1.136435,0.378550,2.021940,-1.063572,0.378292,2.053676,-1.005209,0.380212,1.818792,-0.921623,0.370192,-1.084776,-0.866346,0.368267,-1.129675,-0.751124,0.367484,-1.226168,-0.683767,0.372268,-0.970892,0.876783,0.370018,1.010276,1.004943,0.366864,1.240333,1.040345,0.367227,1.191826,1.068530,0.367528,1.151896,1.099553,0.367852,1.112015,1.134441,0.365905,1.063445,1.363210,0.356035,-0.589679,1.458857,0.355842,-0.643391,1.554292,0.354615,-0.697352,1.576429,0.358707,-0.434877,-0.805025,0.368332,-1.180974
71,0.710000,-1.136541,0.378538,2.021906,-1.063709,0.378289,2.053655,-1.005051,0.380221,1.818859,-0.921665,0.370183,-1.084794,-0.866363,0.368244,-1.129686,-0.753535,0.369260,-1.225439,-0.683869,0.372265,-0.970782,0.876781,0.370014,1.010239,1.004975,0.366899,1.240272,1.040417,0.367232,1.191734,1.068566,0.367497,1.151880,1.099590,0.367879,1.111940,1.134456,0.365928,1.063337,1.363190,0.356031,-0.589635,1.458819,0.355878,-0.643389,1.554280,0.354620,-0.697371,1.576465,0.358720,-0.434867,,,
72,0.720000,-1.136590,0.378521,2.021858,-1.063757,0.378296,2.053692,-1.004948,0.380201,1.818949,-0.921701,0.370179,-1.084832,-0.866363,0.368275,-1.129696,-0.753475,0.369267,-1.225443,-0.683904,0.372295,-0.970761,0.876838,0.369998,1.010095,1.004893,0.366884,1.240208,1.040359,0.367216,1.191724,1.068467,0.367539,1.151824,1.097373,0.366938,1.112993,1.134483,0.365902,1.063387,1.363141,0.356013,-0.589403,1.458637,0.355879,-0.643331,1.553975,0.354585,-0.697431,1.576635,0.358703,-0.434961,,,
73,0.730000,-1.136501,0.378516,2.021959,-1.063600,0.378307,2.053712,-1.005048,0.380196,1.818923,-0.921584,0.370150,-1.084820,-0.866304,0.368276,-1.129712,-0.753497,0.369258,-1.225494,-0.683813,0.372307,-0.970868,0.876904,0.369999,1.010041,1.004739,0.366923,1.240208,1.040273,0.367211,1.191766,1.068331,0.367611,1.151839,1.097383,0.366899,1.113041,1.134492,0.365912,1.063507,1.363098,0.356045,-0.589263,1.458543,0.355896,-0.643248,1.553827,0.354554,-0.697461,1.576743,0.358699,-0.435038,,,
74,0.740000,-1.136358,0.378510,2.022028,-1.063449,0.378297,2.053719,-1.005254,0.380229,1.818824,-0.921576,0.370185,-1.084768,-0.866292,0.368295,-1.129677,-0.751113,0.367488,-1.226190,-0.683680,0.372290,-0.970970,0.876870,0.370001,1.010078,1.004704,0.366906,1.240270,1.040255,0.367213,1.191836,1.068269,0.367674,1.151861,1.097377,0.366918,1.113102,1.134495,0.365892,1.063592,1.363130,0.356051,-0.589440,1.458642,0.355887,-0.643342,1.554030,0.354587,-0.697432,1.576634,0.358697,-0.435029,,,
75,0.750000,-1.136369,0.378530,2.022079,-1.063417,0.378280,2.053730,-1.005362,0.380214,1.818764,-0.921585,0.370157,-1.084721,-0.866325,0.368267,-1.129659,-0.751155,0.367484,-1.226174,-0.683704,0.372316,-0.970957,0.876825,0.370014,1.010198,1.004809,0.366860,1.240343,1.040295,0.367217,1.191849,1.069753,0.366911,1.150131,1.099432,0.367749,1.112140,1.134446,0.365911,1.063567,1.363198,0.356050,-0.589696,1.458806,0.355876,-0.643429,1.554277,0.354600,-0.697424,1.576473,0.358703,-0.434925,,,
76,0.760000,-1.136443,0.378475,2.022052,-1.063525,0.378271,2.053713,-1.005368,0.380227,1.818757,-0.921651,0.370168,-1.084764,-0.866369,0.368259,-1.129651,-0.753553,0.369272,-1.225474,-0.683813,0.372259,-0.970865,0.876782,0.370010,1.010302,1.004907,0.366875,1.240349,1.040369,0.367228,1.191841,1.068361,0.367635,1.151833,1.097407,0.366916,1.113039,1.134429,0.365932,1.063483,1.363190,0.356038,-0.589675,1.458797,0.355873,-0.643448,1.554226,0.354580,-0.697444,1.576473,0.358680,-0.434936,,,
77,0.770000,-1.136498,0.378492,2.021996,-1.063587,0.378293,2.053671,-1.005300,0.380221,1.818800,-0.921632,0.370126,-1.084804,-0.866391,0.368269,-1.129693,-0.753525,0.369283,-1.225443,-0.683913,0.372287,-0.970804,0.876768,0.370017,1.010286,1.004993,0.366861,1.240301,1.040437,0.367206,1.191792,1.068353,0.367677,1.151817,1.099572,0.367847,1.111977,1.134441,0.365906,1.063396,1.363102,0.356031,-0.589450,1.458607,0.355892,-0.643344,1.553930,0.354583,-0.697460,1.576630,0.358703,-0.435027,,,
78,0.780000,-1.136500,0.378492,2.021960,-1.063638,0.378320,2.053673,-1.005215,0.380243,1.818828,-0.921618,0.370172,-1.084807,-0.866340,0.368273,-1.129685,-0.753510,0.369253,-1.225500,-0.683841,0.372291,-0.970868,0.876804,0.370002,1.010205,1.004969,0.366907,1.240233,1.040413,0.367202,1.191745,1.068474,0.367543,1.151853,1.097371,0.366906,1.112984,1.134470,0.365913,1.063364,1.363054,0.356067,-0.589242,1.458494,0.355897,-0.643279,1.553770,0.354547,-0.697496,1.576747,0.358700,-0.435084,,,
79,0.790000,-1.136493,0.378528,2.021909,-1.063634,0.378319,2.053644,-1.005174,0.380221,1.818833,-0.921568,0.370190,-1.084772,-0.866302,0.368233,-1.129691,-0.753527,0.369218,-1.225550,-0.683696,0.372315,-0.970965,0.876811,0.369985,1.010147,1.004935,0.366906,1.240206,1.040392,0.367216,1.191700,1.068383,0.367580,1.151790,1.099580,0.367868,1.111951,1.134465,0.365895,1.063372,1.363086,0.356041,-0.589411,1.458580,0.355888,-0.643341,1.553915,0.354600,-0.697486,1.576672,0.358705,-0.435029,,,
80,0.800000,-1.136466,0.378535,2.021855,-1.063650,0.378307,2.053593,-1.005158,0.380217,1.818766,-0.921543,0.370187,-1.084720,-0.866336,0.368280,-1.129647,-0.753614,0.369240,-1.225574,-0.683702,0.372318,-0.971012,0.876786,0.369996,1.010201,1.004966,0.366889,1.240240,1.040406,0.367224,1.191735,1.068509,0.367544,1.151853,1.099578,0.367892,1.111938,1.134469,0.365899,1.063355,1.363196,0.356063,-0.589656,1.458773,0.355894,-0.643455,1.554173,0.354570,-0.697458,1.576499,0.358728,-0.434964,,,
81,0.810000,-1.136424,0.378511,2.021827,-1.063544,0.378294,2.053567,-1.005163,0.380239,1.818672,-0.921621,0.370153,-1.084706,-0.866392,0.368280,-1.129643,-0.753573,0.369255,-1.225501,-0.683777,0.372291,-0.970934,0.876747,0.370005,1.010330,1.005040,0.366878,1.240273,1.040475,0.367217,1.191735,1.068491,0.367573,1.151832,1.099606,0.367879,1.111910,1.134444,0.365898,1.063300,1.363194,0.356048,-0.589667,1.458778,0.355870,-0.643456,1.554161,0.354575,-0.697458,1.576507,0.358700,-0.434969,,,
82,0.820000,-1.136293,0.378516,2.021835,-1.063426,0.378289,2.053566,-1.005180,0.380205,1.818645,-0.921688,0.370164,-1.084761,-0.866416,0.368258,-1.129648,-0.753548,0.369261,-1.225453,-0.683937,0.372357,-0.970853,0.876715,0.370018,1.010424,1.005167,0.366890,1.240281,1.040562,0.367220,1.191761,1.068593,0.367513,1.151835,1.099626,0.367913,1.111895,1.134445,0.365916,1.063232,1.363114,0.356041,-0.589417,1.458616,0.355890,-0.643349,1.553914,0.354563,-0.697540,1.576669,0.358712,-0.435096,-0.805068,0.368326,-1.180918
83,0.830000,-1.136286,0.378507,2.021811,-1.063373,0.378298,2.053537,-1.005155,0.380202,1.818635,-0.921633,0.370156,-1.084792,-0.866388,0.368271,-1.129663,-0.751126,0.367520,-1.226135,-0.683897,0.372332,-0.970865,0.876715,0.370016,1.010424,1.005264,0.366903,1.240248,1.040639,0.367202,1.191724,1.068775,0.367491,1.151806,1.096959,0.367200,1.113372,1.134426,0.365864,1.063138,1.363029,0.356054,-0.589239,1.458475,0.355886,-0.643275,1.553730,0.354532,-0.697541,1.576801,0.358684,-0.435141,,,
84,0.840000,-1.136397,0.378505,2.021789,-1.063530,0.378293,2.053528,-1.005078,0.380231,1.818672,-0.921579,0.370170,-1.084777,-0.866328,0.368270,-1.129679,-0.753500,0.369224,-1.225533,-0.683781,0.372352,-0.970960,0.876745,0.370019,1.010326,1.005201,0.366894,1.240179,1.040628,0.367204,1.191644,1.069023,0.367267,1.151959,1.096950,0.367202,1.113405,1.134490,0.365915,1.063091,1.363080,0.356083,-0.589375,1.458570,0.355899,-0.643331,1.553831,0.354584,-0.697531,1.576696,0.358693,-0.435106,,,
85,0.850000,-1.136517,0.378560,2.021607,-1.063695,0.378295,2.053493,-1.005022,0.380216,1.818666,-0.921558,0.370165,-1.084725,-0.866313,0.368230,-1.129643,-0.751164,0.367467,-1.226231,-0.683688,0.372350,-0.971050,0.876799,0.370004,1.010179,1.005087,0.366899,1.240146,1.040512,0.367208,1.191665,1.068960,0.367368,1.151907,1.096929,0.367195,1.113411,1.134492,0.365915,1.063188,1.363177,0.356078,-0.589629,1.458748,0.355884,-0.643433,1.554141,0.354582,-0.697467,1.576518,0.358690,-0.434981,,,
86,0.860000,-1.136473,0.378528,2.021594,-1.063684,0.378301,2.053360,-1.005077,0.380243,1.818566,-0.921625,0.370206,-1.084684,-0.866376,0.368254,-1.129599,-0.753661,0.369290,-1.225554,-0.683771,0.372373,-0.971030,0.876816,0.369992,1.010111,1.004949,0.366918,1.240166,1.040390,0.367221,1.191690,1.068567,0.367512,1.151842,1.099577,0.367884,1.111911,1.134473,0.365904,1.063331,1.363181,0.356045,-0.589652,1.458773,0.355880,-0.643455,1.554184,0.354623,-0.697467,1.576526,0.358701,-0.434969,-0.805089,0.368331,-1.180968
87,0.870000,-1.136284,0.378547,2.021617,-1.063457,0.378281,2.053359,-1.005206,0.380217,1.818447,-0.921709,0.370193,-1.084709,-0.866446,0.368257,-1.129587,-0.753608,0.369255,-1.225490,-0.683862,0.372344,-0.970902,0.876773,0.370014,1.010166,1.004905,0.366905,1.240226,1.040359,0.367236,1.191769,1.068362,0.367630,1.151788,1.097369,0.366932,1.112993,1.134435,0.365904,1.063389,1.363106,0.356070,-0.589419,1.458609,0.355891,-0.643330,1.553884,0.354586,-0.697513,1.576695,0.358708,-0.435096,-0.805099,0.368320,-1.180950
88,0.880000,-1.136150,0.378524,2.021705,-1.063273,0.378263,2.053361,-1.005209,0.380204,1.818398,-0.921675,0.370167,-1.084748,-0.866413,0.368245,-1.129626,-0.751157,0.367497,-1.226119,-0.683913,0.372364,-0.970875,0.876739,0.370012,1.010267,1.005018,0.366886,1.240266,1.040462,0.367231,1.191757,1.068472,0.367549,1.151838,1.099569,0.367869,1.111920,1.134432,0.365928,1.063302,1.363017,0.356061,-0.589227,1.458451,0.355916,-0.643276,1.553709,0.354533,-0.697571,1.576809,0.358674,-0.435153,-0.805065,0.368323,-1.180951
