Format Version,1.23,Take Name,Take 2024-02-12 06.50.51 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-02-12 06.50.51.571 PM,Capture Start Frame,3754123,Total Frames in Take,6048,Total Exported Frames,6048,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
217,2.170000,1.345866,0.322008,1.383540,1.229128,0.331713,1.143459,1.226678,0.324613,1.381686,1.107903,0.326919,1.381002,-0.607573,0.336871,1.160420,-0.687532,0.338833,1.161426,-0.847563,0.344390,1.160725,-0.726865,0.352537,0.920297,-0.766946,0.342108,1.160623,1.196893,0.340311,-0.122802,1.097868,0.341463,-0.112803,1.123572,0.346354,-0.356154,-0.432255,0.343882,-0.378442,-0.566226,0.356422,-0.609505,-0.491169,0.345172,-0.374121,-0.550284,0.346248,-0.370485,-0.610507,0.347738,-0.366837,-0.669596,0.348262,-0.363053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.180000,1.345871,0.322019,1.383548,1.229168,0.331811,1.143493,1.226658,0.324592,1.381690,1.107900,0.326919,1.380995,-0.607584,0.336851,1.160403,-0.687528,0.338851,1.161392,-0.847561,0.344384,1.160722,-0.726877,0.352543,0.920273,-0.766937,0.342127,1.160599,1.196708,0.340255,-0.122017,1.097793,0.341486,-0.112455,1.122522,0.345406,-0.356857,-0.432302,0.343823,-0.378415,-0.566215,0.356389,-0.609485,-0.491207,0.345176,-0.374121,-0.550270,0.346252,-0.370477,-0.609672,0.346675,-0.366743,-0.669630,0.348264,-0.363016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2.190000,1.345847,0.322009,1.383554,1.229125,0.331704,1.143461,1.226669,0.324625,1.381714,1.107890,0.326909,1.380979,-0.607573,0.336863,1.160373,-0.687501,0.338830,1.161387,-0.847537,0.344372,1.160719,-0.726848,0.352540,0.920261,-0.766907,0.342111,1.160568,1.196753,0.340258,-0.121560,1.097839,0.341532,-0.112029,1.122558,0.345461,-0.356351,-0.432308,0.343791,-0.378416,-0.566266,0.356380,-0.609471,-0.491194,0.345166,-0.374098,-0.550302,0.346247,-0.370463,-0.610561,0.347812,-0.366840,-0.669627,0.348227,-0.363016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2.200000,1.345838,0.322016,1.383524,1.229159,0.331767,1.143439,1.226669,0.324585,1.381639,1.107889,0.326928,1.380965,-0.607535,0.336850,1.160365,-0.687469,0.338840,1.161374,-0.847507,0.344379,1.160691,-0.726821,0.352539,0.920264,-0.766915,0.342148,1.160550,1.196848,0.340262,-0.121123,1.097954,0.341510,-0.111430,1.122510,0.345394,-0.355821,-0.432331,0.343809,-0.378410,-0.566281,0.356369,-0.609456,-0.491244,0.345168,-0.374069,-0.550314,0.346226,-0.370451,-0.607619,0.345565,-0.367351,-0.669636,0.348231,-0.362985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2.210000,1.345854,0.321974,1.383507,1.229127,0.331726,1.143425,1.226624,0.324587,1.381677,1.107895,0.326951,1.380997,-0.607505,0.336879,1.160342,-0.687426,0.338851,1.161340,-0.847488,0.344367,1.160691,-0.726808,0.352554,0.920216,-0.766899,0.342125,1.160567,1.197065,0.340232,-0.120646,1.098214,0.341581,-0.110841,1.122467,0.345434,-0.355237,-0.432331,0.343821,-0.378388,-0.566303,0.356371,-0.609442,-0.491242,0.345162,-0.374068,-0.550611,0.346058,-0.370432,-0.609703,0.346642,-0.366692,-0.669701,0.348232,-0.362979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.220000,1.345828,0.321984,1.383531,1.229128,0.331709,1.143448,1.226652,0.324562,1.381637,1.107890,0.326905,1.380953,-0.607488,0.336849,1.160337,-0.687404,0.338828,1.161327,-0.847466,0.344373,1.160678,-0.726776,0.352535,0.920186,-0.766847,0.342111,1.160542,1.197351,0.340201,-0.120067,1.098554,0.341745,-0.110010,1.122466,0.345300,-0.354464,-0.432390,0.343809,-0.378391,-0.566320,0.356364,-0.609444,-0.491226,0.345137,-0.374063,-0.550639,0.346046,-0.370429,-0.607649,0.345540,-0.367346,-0.669693,0.348216,-0.362970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2.230000,1.345825,0.322012,1.383533,1.229131,0.331764,1.143442,1.226627,0.324589,1.381640,1.107888,0.326950,1.381011,-0.607474,0.336844,1.160332,-0.687402,0.338857,1.161321,-0.847433,0.344374,1.160707,-0.726774,0.352570,0.920207,-0.766828,0.342113,1.160573,1.197635,0.340138,-0.119426,1.098746,0.341798,-0.109434,1.122716,0.345527,-0.353732,-0.432396,0.343852,-0.378332,-0.566335,0.356376,-0.609449,-0.491251,0.345151,-0.374080,-0.550637,0.346051,-0.370427,-0.610575,0.347732,-0.366775,-0.669719,0.348202,-0.362974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2.240000,1.345869,0.321995,1.383519,1.229144,0.331722,1.143425,1.226618,0.324539,1.381636,1.107898,0.326925,1.380998,-0.607470,0.336871,1.160336,-0.687373,0.338828,1.161326,-0.847396,0.344353,1.160703,-0.726771,0.352577,0.920227,-0.766818,0.342124,1.160556,1.197780,0.340045,-0.118689,1.098813,0.341687,-0.108845,1.122891,0.345573,-0.353104,-0.432504,0.343828,-0.378423,-0.566323,0.356369,-0.609464,-0.491258,0.345148,-0.374062,-0.550667,0.346074,-0.370431,-0.610766,0.347477,-0.367280,-0.669735,0.348181,-0.362982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2.250000,1.345841,0.322007,1.383550,1.229137,0.331739,1.143437,1.226676,0.324599,1.381702,1.107905,0.326929,1.381013,-0.607446,0.336854,1.160356,-0.687370,0.338844,1.161336,-0.847386,0.344408,1.160694,-0.726768,0.352547,0.920248,-0.766807,0.342121,1.160591,1.197934,0.339993,-0.117908,1.098913,0.341637,-0.108048,1.123039,0.345548,-0.352424,-0.432389,0.343868,-0.378350,-0.566331,0.356391,-0.609456,-0.491266,0.345153,-0.374067,-0.550668,0.346065,-0.370420,-0.610795,0.347487,-0.367300,-0.669739,0.348218,-0.362993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.260000,1.345869,0.322002,1.383531,1.229152,0.331713,1.143439,1.226635,0.324538,1.381650,1.107920,0.326906,1.380996,-0.607446,0.336879,1.160371,-0.687356,0.338829,1.161352,-0.847388,0.344376,1.160709,-0.726751,0.352562,0.920260,-0.766803,0.342129,1.160561,1.198357,0.339719,-0.117013,1.098807,0.341468,-0.107262,1.123147,0.345520,-0.351678,-0.432384,0.343815,-0.378397,-0.566312,0.356372,-0.609494,-0.491281,0.345171,-0.374075,-0.550616,0.345997,-0.370487,-0.610590,0.347705,-0.366823,-0.669697,0.348166,-0.363003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2.270000,1.345881,0.321986,1.383541,1.229196,0.331724,1.143443,1.226661,0.324588,1.381693,1.107954,0.326925,1.381033,-0.607460,0.336843,1.160396,-0.687421,0.338851,1.161386,-0.847391,0.344380,1.160711,-0.726731,0.352580,0.920282,-0.766810,0.342118,1.160586,1.198282,0.339759,-0.116127,1.098683,0.341431,-0.106373,1.123832,0.345875,-0.350128,-0.432473,0.343861,-0.378443,-0.566309,0.356370,-0.609507,-0.491289,0.345152,-0.374091,-0.550375,0.346230,-0.370454,-0.610779,0.347460,-0.367304,-0.669711,0.348180,-0.363010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2.280000,1.345878,0.321978,1.383533,1.229127,0.331710,1.143445,1.226689,0.324592,1.381687,1.107944,0.326906,1.381030,-0.607505,0.336846,1.160394,-0.687420,0.338821,1.161408,-0.847416,0.344391,1.160708,-0.726731,0.352564,0.920291,-0.766831,0.342125,1.160596,1.198129,0.339761,-0.115197,1.098455,0.341506,-0.105411,1.123607,0.345614,-0.349322,-0.432384,0.343843,-0.378403,-0.566288,0.356385,-0.609524,-0.491255,0.345164,-0.374113,-0.550597,0.346001,-0.370507,-0.610574,0.347722,-0.366825,-0.669700,0.348190,-0.363033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2.290000,1.345903,0.322010,1.383554,1.229199,0.331716,1.143464,1.226698,0.324613,1.381706,1.107950,0.326924,1.381017,-0.607530,0.336849,1.160422,-0.687469,0.338826,1.161410,-0.847445,0.344387,1.160717,-0.726725,0.352581,0.920299,-0.766868,0.342140,1.160586,1.197963,0.339649,-0.114244,1.098421,0.341425,-0.104494,1.123483,0.345538,-0.348387,-0.432349,0.343850,-0.378417,-0.566277,0.356397,-0.609533,-0.491232,0.345158,-0.374109,-0.550606,0.346020,-0.370530,-0.610534,0.347697,-0.366840,-0.669550,0.347345,-0.362827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.300000,1.345918,0.321996,1.383557,1.229181,0.331750,1.143454,1.226699,0.324597,1.381709,1.107962,0.326932,1.381036,-0.607500,0.336861,1.160423,-0.687505,0.338834,1.161415,-0.847462,0.344385,1.160732,-0.726750,0.352553,0.920294,-0.766844,0.342138,1.160602,1.197779,0.339730,-0.113249,1.098353,0.341381,-0.103610,1.123366,0.345610,-0.347426,-0.432316,0.343866,-0.378379,-0.566231,0.356391,-0.609541,-0.491211,0.345165,-0.374131,-0.550615,0.346088,-0.370478,-0.610530,0.347690,-0.366831,-0.669639,0.348184,-0.363030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2.310000,1.345876,0.322001,1.383553,1.229171,0.331732,1.143426,1.226695,0.324584,1.381699,1.107929,0.326884,1.381025,-0.607588,0.336836,1.160422,-0.687521,0.338834,1.161426,-0.847484,0.344350,1.160742,-0.726790,0.352540,0.920280,-0.766909,0.342169,1.160584,1.197788,0.339765,-0.112394,1.098397,0.341374,-0.102666,1.122851,0.345213,-0.346947,-0.432258,0.343858,-0.378390,-0.566245,0.356374,-0.609521,-0.491195,0.345146,-0.374123,-0.550316,0.346236,-0.370482,-0.610519,0.347726,-0.366839,-0.669624,0.348178,-0.363020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.320000,1.345895,0.322018,1.383546,1.229170,0.331733,1.143456,1.226698,0.324593,1.381711,1.107918,0.326931,1.381043,-0.607579,0.336859,1.160427,-0.687500,0.338838,1.161424,-0.847515,0.344390,1.160721,-0.726798,0.352533,0.920288,-0.766911,0.342147,1.160583,1.197535,0.340177,-0.111451,1.098370,0.341491,-0.101815,1.122770,0.345269,-0.345918,-0.432278,0.343843,-0.378395,-0.566197,0.356415,-0.609508,-0.491194,0.345175,-0.374128,-0.550314,0.346234,-0.370491,-0.610471,0.347682,-0.366817,-0.669601,0.348166,-0.363024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.330000,1.345884,0.321996,1.383568,1.229136,0.331693,1.143464,1.226680,0.324591,1.381710,1.107923,0.326963,1.381057,-0.607620,0.336824,1.160427,-0.687554,0.338846,1.161406,-0.847528,0.344381,1.160706,-0.726845,0.352552,0.920288,-0.766930,0.342141,1.160579,1.197590,0.340170,-0.110679,1.098526,0.341471,-0.100754,1.122581,0.345340,-0.344988,-0.432238,0.343811,-0.378404,-0.566207,0.356368,-0.609500,-0.491189,0.345160,-0.374129,-0.550294,0.346213,-0.370458,-0.607595,0.345619,-0.367369,-0.669554,0.348159,-0.363002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2.340000,1.345882,0.322031,1.383544,1.229141,0.331749,1.143481,1.226664,0.324614,1.381720,1.107911,0.326941,1.381026,-0.607587,0.336854,1.160401,-0.687527,0.338818,1.161396,-0.847508,0.344372,1.160722,-0.726845,0.352557,0.920282,-0.766901,0.342121,1.160565,1.197978,0.339970,-0.109754,1.098637,0.341611,-0.099561,1.122425,0.345292,-0.343928,-0.432292,0.343856,-0.378389,-0.566226,0.356385,-0.609506,-0.491199,0.345172,-0.374101,-0.550273,0.346226,-0.370469,-0.607610,0.345583,-0.367371,-0.669550,0.348140,-0.362996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2.350000,1.345852,0.322037,1.383552,1.229116,0.331708,1.143453,1.226628,0.324603,1.381717,1.107882,0.326923,1.381027,-0.607611,0.336845,1.160383,-0.687519,0.338824,1.161403,-0.847528,0.344376,1.160714,-0.726861,0.352541,0.920248,-0.766908,0.342144,1.160575,1.197893,0.340080,-0.108754,1.098385,0.341461,-0.098349,1.122141,0.345101,-0.342840,-0.432287,0.343820,-0.378409,-0.566254,0.356374,-0.609489,-0.491198,0.345180,-0.374113,-0.550287,0.346216,-0.370473,-0.609677,0.346630,-0.366689,-0.669581,0.348191,-0.362967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2.360000,1.345845,0.321991,1.383556,1.229132,0.331718,1.143460,1.226656,0.324621,1.381691,1.107915,0.326939,1.381002,-0.607582,0.336842,1.160370,-0.687495,0.338850,1.161381,-0.847476,0.344348,1.160722,-0.726846,0.352548,0.920291,-0.766899,0.342122,1.160571,1.197253,0.340217,-0.107389,1.098312,0.341504,-0.097223,1.121834,0.345124,-0.341750,-0.432268,0.343827,-0.378385,-0.566264,0.356367,-0.609472,-0.491230,0.345177,-0.374094,-0.550331,0.346250,-0.370459,-0.610756,0.347533,-0.367296,-0.669608,0.348183,-0.362974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2.370000,1.345852,0.322034,1.383557,1.229097,0.331686,1.143480,1.226670,0.324630,1.381687,1.107884,0.326925,1.381011,-0.607597,0.336831,1.160363,-0.687495,0.338847,1.161354,-0.847477,0.344387,1.160695,-0.726812,0.352554,0.920267,-0.766867,0.342116,1.160568,1.196829,0.340241,-0.106165,1.098065,0.341669,-0.095847,1.121718,0.345463,-0.339812,-0.432357,0.343813,-0.378407,-0.566293,0.356402,-0.609466,-0.491217,0.345197,-0.374097,-0.550332,0.346243,-0.370465,-0.609719,0.346660,-0.366698,-0.669634,0.348196,-0.362946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2.380000,1.345865,0.322028,1.383550,1.229129,0.331727,1.143439,1.226650,0.324663,1.381701,1.107877,0.326922,1.380980,-0.607539,0.336843,1.160367,-0.687465,0.338818,1.161376,-0.847437,0.344352,1.160726,-0.726782,0.352559,0.920271,-0.766834,0.342132,1.160539,1.196839,0.339955,-0.104783,1.097604,0.341589,-0.094588,1.121092,0.345109,-0.338632,-0.432357,0.343831,-0.378391,-0.566313,0.356392,-0.609465,-0.491235,0.345171,-0.374093,-0.550370,0.346248,-0.370462,-0.609724,0.346646,-0.366692,-0.669663,0.348192,-0.362974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2.390000,1.345880,0.322037,1.383566,1.229179,0.331733,1.143451,1.226650,0.324615,1.381695,1.107900,0.326929,1.380978,-0.607510,0.336843,1.160356,-0.687444,0.338834,1.161387,-0.847431,0.344392,1.160717,-0.726782,0.352541,0.920266,-0.766822,0.342120,1.160593,1.196479,0.340019,-0.103251,1.097074,0.341566,-0.092917,1.120960,0.345654,-0.336730,-0.432377,0.343816,-0.378382,-0.566330,0.356401,-0.609455,-0.491265,0.345179,-0.374103,-0.550646,0.346102,-0.370460,-0.610571,0.347736,-0.366801,-0.669688,0.348204,-0.362966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.400000,1.345853,0.322045,1.383534,1.229131,0.331719,1.143414,1.226637,0.324573,1.381643,1.107901,0.326929,1.381008,-0.607508,0.336846,1.160370,-0.687381,0.338850,1.161372,-0.847399,0.344355,1.160724,-0.726760,0.352553,0.920261,-0.766811,0.342119,1.160557,1.195990,0.340080,-0.101588,1.096476,0.341734,-0.091281,1.120437,0.345609,-0.335259,-0.432489,0.343853,-0.378430,-0.566345,0.356385,-0.609468,-0.491272,0.345177,-0.374094,-0.550622,0.346016,-0.370494,-0.610820,0.347506,-0.367301,-0.669640,0.347393,-0.362795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2.410000,1.345874,0.322067,1.383524,1.229105,0.331722,1.143436,1.226672,0.324634,1.381666,1.107913,0.326955,1.380993,-0.607492,0.336838,1.160375,-0.687358,0.338820,1.161374,-0.847376,0.344377,1.160722,-0.726724,0.352561,0.920268,-0.766784,0.342113,1.160589,1.195181,0.339896,-0.099736,1.095842,0.341688,-0.089786,1.119594,0.345314,-0.334061,-0.432380,0.343859,-0.378373,-0.566356,0.356449,-0.609463,-0.491285,0.345173,-0.374107,-0.550681,0.346075,-0.370480,-0.610817,0.347509,-0.367309,-0.669740,0.348212,-0.362993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.420000,1.345913,0.322030,1.383500,1.229138,0.331738,1.143425,1.226671,0.324617,1.381652,1.107907,0.326937,1.380975,-0.607476,0.336834,1.160389,-0.687418,0.338830,1.161374,-0.847356,0.344368,1.160720,-0.726716,0.352544,0.920289,-0.766788,0.342129,1.160570,1.194571,0.339843,-0.098091,1.095171,0.341660,-0.088095,1.119515,0.345723,-0.331771,-0.432478,0.343821,-0.378463,-0.566330,0.356401,-0.609494,-0.491291,0.345189,-0.374103,-0.550428,0.346313,-0.370430,-0.607935,0.345850,-0.367306,-0.669741,0.348204,-0.363003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2.430000,1.345890,0.322041,1.383507,1.229171,0.331728,1.143421,1.226675,0.324585,1.381635,1.107935,0.326933,1.380987,-0.607491,0.336819,1.160419,-0.687412,0.338840,1.161379,-0.847369,0.344383,1.160718,-0.726720,0.352549,0.920282,-0.766779,0.342135,1.160571,1.194046,0.339718,-0.096469,1.094380,0.341349,-0.086355,1.118893,0.345642,-0.330213,-0.432401,0.343840,-0.378400,-0.566316,0.356394,-0.609502,-0.491308,0.345162,-0.374140,-0.550615,0.346012,-0.370509,-0.607942,0.345876,-0.367296,-0.669705,0.348179,-0.363034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2.440000,1.345939,0.322037,1.383543,1.229169,0.331738,1.143429,1.226688,0.324622,1.381668,1.107926,0.326937,1.380968,-0.607518,0.336831,1.160403,-0.687380,0.338832,1.161396,-0.847388,0.344394,1.160739,-0.726707,0.352530,0.920274,-0.766782,0.342119,1.160573,1.193007,0.339837,-0.094612,1.094007,0.341248,-0.084639,1.117935,0.345336,-0.328973,-0.432383,0.343855,-0.378401,-0.566297,0.356392,-0.609514,-0.491279,0.345183,-0.374147,-0.550362,0.346218,-0.370493,-0.607937,0.345875,-0.367305,-0.669696,0.348187,-0.363027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2.450000,1.345908,0.322046,1.383510,1.229213,0.331740,1.143450,1.226703,0.324585,1.381668,1.107988,0.326944,1.381033,-0.607495,0.336839,1.160419,-0.687420,0.338855,1.161393,-0.847405,0.344389,1.160733,-0.726743,0.352551,0.920302,-0.766800,0.342125,1.160573,1.192540,0.340073,-0.092890,1.093634,0.341391,-0.082850,1.117724,0.345654,-0.326670,-0.432332,0.343940,-0.378427,-0.566302,0.356390,-0.609536,-0.491262,0.345184,-0.374149,-0.550355,0.346254,-0.370494,-0.610597,0.347759,-0.366858,-0.669581,0.347376,-0.362841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.460000,1.345943,0.322028,1.383571,1.229165,0.331685,1.143435,1.226732,0.324612,1.381699,1.107939,0.326907,1.381005,-0.607574,0.336820,1.160421,-0.687457,0.338830,1.161429,-0.847434,0.344352,1.160741,-0.726781,0.352551,0.920311,-0.766839,0.342135,1.160593,1.192176,0.339928,-0.091104,1.092746,0.341406,-0.080770,1.116743,0.345385,-0.324844,-0.432339,0.343919,-0.378448,-0.566263,0.356405,-0.609540,-0.491256,0.345200,-0.374163,-0.550334,0.346255,-0.370515,-0.610532,0.347717,-0.366877,-0.669588,0.347408,-0.362848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2.470000,1.345900,0.322024,1.383576,1.229195,0.331748,1.143516,1.226710,0.324586,1.381700,1.107944,0.326933,1.381044,-0.607549,0.336848,1.160433,-0.687482,0.338848,1.161414,-0.847451,0.344388,1.160728,-0.726761,0.352552,0.920295,-0.766850,0.342151,1.160573,1.190709,0.340137,-0.089137,1.091633,0.341341,-0.079019,1.115343,0.345529,-0.322906,-0.432327,0.343920,-0.378473,-0.566240,0.356395,-0.609550,-0.491219,0.345167,-0.374140,-0.550319,0.346256,-0.370502,-0.607825,0.345854,-0.367309,-0.669615,0.348164,-0.363024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
