Format Version,1.23,Take Name,Take 2024-02-12 07.55.11 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-02-12 07.55.11.621 PM,Capture Start Frame,4140152,Total Frames in Take,6045,Total Exported Frames,6045,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
484,4.840000,,,,-0.430234,0.361911,-0.279961,-0.389416,0.354165,-0.039431,-0.570707,0.342546,0.831399,-0.490676,0.341018,0.830818,-0.488924,0.355875,-0.043463,-0.451627,0.351921,0.590983,-0.411025,0.338167,0.831260,-0.331524,0.336112,0.831118,1.037356,0.333532,0.314582,0.725796,0.339469,-0.407231,0.843258,0.343517,-0.647092,0.844367,0.337939,-0.407356,0.965073,0.338337,-0.408219,0.909582,0.325113,0.548367,1.146230,0.322286,0.559754,0.969181,0.324480,0.551181,1.087490,0.323225,0.556642,1.027542,0.324384,0.553810,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,4.850000,,,,-0.430825,0.361979,-0.278983,-0.390631,0.354151,-0.038220,-0.570700,0.342572,0.831379,-0.490649,0.340995,0.830796,-0.490226,0.355930,-0.042272,-0.451617,0.351922,0.590982,-0.411011,0.338165,0.831235,-0.331503,0.336109,0.831094,1.037331,0.333519,0.314616,0.724874,0.339337,-0.406838,0.841885,0.343614,-0.646826,0.843870,0.337970,-0.406453,0.964059,0.337647,-0.407329,0.909606,0.325128,0.548373,1.146425,0.322426,0.559698,0.969225,0.324492,0.551156,1.087487,0.323205,0.556658,1.027508,0.324356,0.553846,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,4.860000,,,,-0.431874,0.361775,-0.277558,-0.391719,0.354287,-0.036913,-0.570655,0.342534,0.831396,-0.490648,0.341011,0.830811,-0.491219,0.355950,-0.041102,-0.451603,0.351906,0.590985,-0.410959,0.338172,0.831274,-0.331480,0.336115,0.831092,1.037348,0.333533,0.314620,0.723887,0.339468,-0.406615,0.841239,0.343581,-0.646518,0.843626,0.339672,-0.407329,0.963139,0.337714,-0.406935,0.909613,0.325106,0.548395,1.146477,0.322427,0.559717,0.969236,0.324497,0.551188,1.087501,0.323204,0.556665,1.027520,0.324343,0.553853,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,4.870000,,,,-0.433088,0.361747,-0.276241,-0.392744,0.354108,-0.035845,-0.570669,0.342588,0.831390,-0.490613,0.340966,0.830828,-0.492022,0.355975,-0.039960,-0.451596,0.351914,0.590965,-0.410961,0.338147,0.831252,-0.331413,0.336105,0.831079,1.037336,0.333532,0.314655,0.722918,0.339522,-0.406596,0.841402,0.343924,-0.645641,0.841789,0.338294,-0.406517,0.962651,0.337386,-0.406620,0.909617,0.325107,0.548418,1.146249,0.322257,0.559768,0.969230,0.324467,0.551179,1.087503,0.323219,0.556688,1.027527,0.324357,0.553861,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,4.880000,,,,-0.434019,0.361865,-0.275111,-0.393647,0.354221,-0.034598,-0.570614,0.342554,0.831381,-0.490588,0.340990,0.830860,-0.493065,0.355842,-0.038659,-0.451589,0.351929,0.590991,-0.410903,0.338167,0.831267,-0.331432,0.336112,0.831098,1.037320,0.333552,0.314653,0.722003,0.339583,-0.406641,0.840790,0.343877,-0.645579,0.840834,0.338178,-0.406377,0.961188,0.337721,-0.406226,0.909587,0.325126,0.548429,1.146437,0.322396,0.559728,0.969219,0.324488,0.551191,1.087486,0.323252,0.556702,1.027528,0.324389,0.553910,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,4.890000,,,,-0.435381,0.361824,-0.273977,-0.394405,0.354168,-0.033479,-0.570624,0.342566,0.831412,-0.490579,0.340964,0.830860,-0.493866,0.355879,-0.037272,-0.451583,0.351905,0.590998,-0.410908,0.338175,0.831294,-0.331433,0.336120,0.831124,1.037309,0.333530,0.314658,0.721090,0.339498,-0.406778,0.840000,0.343902,-0.645695,0.839818,0.338234,-0.406603,0.960392,0.338437,-0.406453,0.909577,0.325133,0.548444,1.146218,0.322300,0.559792,0.969205,0.324491,0.551204,1.087479,0.323198,0.556715,1.027540,0.324396,0.553893,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,4.900000,,,,-0.436915,0.362083,-0.272997,-0.394971,0.354231,-0.032774,-0.570678,0.342554,0.831432,-0.490594,0.340962,0.830889,-0.494560,0.355779,-0.036116,-0.451571,0.351914,0.591025,-0.410915,0.338169,0.831305,-0.331425,0.336108,0.831131,1.037247,0.333552,0.314696,0.720038,0.339444,-0.407049,0.838304,0.343621,-0.646590,0.838678,0.338162,-0.406759,0.959459,0.338373,-0.406539,0.909536,0.325154,0.548432,1.146172,0.322306,0.559805,0.969182,0.324466,0.551204,1.087472,0.323255,0.556715,1.027482,0.324354,0.553899,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,4.910000,,,,-0.439152,0.362123,-0.272131,-0.395410,0.354272,-0.031821,-0.570641,0.342526,0.831451,-0.490620,0.340963,0.830870,-0.495180,0.355771,-0.034944,-0.451560,0.351913,0.591042,-0.410936,0.338153,0.831316,-0.331436,0.336109,0.831161,1.037246,0.333531,0.314678,0.718710,0.339350,-0.407580,0.837473,0.343801,-0.646778,0.837671,0.337647,-0.405994,0.958549,0.338459,-0.406842,0.909520,0.325093,0.548442,1.146136,0.322305,0.559789,0.969153,0.324477,0.551192,1.087459,0.323238,0.556708,1.027449,0.324369,0.553894,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,4.920000,,,,-0.440333,0.362036,-0.271115,-0.396622,0.354100,-0.030887,-0.570685,0.342556,0.831437,-0.490639,0.340998,0.830916,-0.496037,0.355959,-0.033820,-0.451598,0.351891,0.591061,-0.410970,0.338177,0.831328,-0.331462,0.336121,0.831188,1.037231,0.333553,0.314682,0.718038,0.339446,-0.407660,0.836588,0.343816,-0.647078,0.836874,0.337710,-0.406270,0.957241,0.336515,-0.406862,0.909485,0.325125,0.548437,1.146139,0.322333,0.559806,0.969142,0.324496,0.551201,1.087460,0.323270,0.556702,1.027451,0.324388,0.553872,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,4.930000,,,,-0.440594,0.361749,-0.269893,-0.397048,0.354337,-0.029749,-0.570720,0.342521,0.831438,-0.490664,0.340963,0.830919,-0.496942,0.356042,-0.032862,-0.451610,0.351886,0.591056,-0.410989,0.338171,0.831352,-0.331482,0.336102,0.831207,1.037222,0.333529,0.314667,0.717284,0.339415,-0.408039,0.835930,0.343776,-0.647261,0.836038,0.337773,-0.406710,0.957090,0.337564,-0.407749,0.909474,0.325110,0.548429,1.146116,0.322332,0.559796,0.969147,0.324481,0.551187,1.087439,0.323247,0.556711,1.028367,0.323541,0.553713,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,4.940000,,,,-0.441408,0.361887,-0.269002,-0.398235,0.354161,-0.028794,-0.570722,0.342540,0.831464,-0.490710,0.340963,0.830918,-0.497845,0.356022,-0.031863,-0.451610,0.351904,0.591071,-0.411027,0.338185,0.831352,-0.331542,0.336109,0.831204,1.037199,0.333516,0.314666,0.716512,0.339483,-0.408594,0.834550,0.343545,-0.648347,0.835175,0.337775,-0.407486,0.956279,0.337530,-0.408472,0.909495,0.325105,0.548417,1.146108,0.322317,0.559783,0.969115,0.324484,0.551177,1.087430,0.323248,0.556694,1.028320,0.323560,0.553718,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,4.950000,,,,-0.441998,0.361997,-0.267936,-0.399161,0.354270,-0.027736,-0.570774,0.342542,0.831439,-0.490724,0.340977,0.830930,-0.498691,0.355970,-0.030680,-0.451642,0.351895,0.591058,-0.411042,0.338183,0.831336,-0.331545,0.336108,0.831193,1.037206,0.333547,0.314633,0.715719,0.339564,-0.409390,0.834619,0.343613,-0.648157,0.834367,0.337659,-0.408301,0.955009,0.337900,-0.409321,0.909473,0.325127,0.548396,1.146121,0.322338,0.559759,0.969139,0.324489,0.551153,1.087415,0.323244,0.556682,1.028353,0.323553,0.553716,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,4.960000,,,,-0.443018,0.361692,-0.266480,-0.400258,0.354247,-0.026490,-0.570763,0.342521,0.831441,-0.490747,0.340997,0.830899,-0.499653,0.355943,-0.029562,-0.451662,0.351911,0.591062,-0.411336,0.338168,0.831571,-0.331583,0.336120,0.831188,1.037216,0.333531,0.314632,0.714800,0.339545,-0.410266,0.832359,0.343617,-0.650307,0.834601,0.339793,-0.410516,0.954011,0.337771,-0.410324,0.909506,0.325097,0.548387,1.146120,0.322316,0.559754,0.969126,0.324485,0.551164,1.087434,0.323243,0.556668,1.028366,0.323591,0.553667,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,4.970000,,,,-0.443748,0.361769,-0.265219,-0.401134,0.354196,-0.025228,-0.570782,0.342540,0.831434,-0.490734,0.340957,0.830921,-0.500633,0.355980,-0.028289,-0.451678,0.351908,0.591035,-0.411087,0.338191,0.831314,-0.331598,0.336115,0.831158,1.037234,0.333550,0.314621,0.713877,0.339798,-0.411173,0.831621,0.343651,-0.650982,0.832843,0.338486,-0.410979,0.953573,0.337536,-0.411166,0.909526,0.325134,0.548376,1.146180,0.322364,0.559742,0.969140,0.324459,0.551151,1.087447,0.323259,0.556653,1.028336,0.323531,0.553657,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,4.980000,,,,-0.444920,0.361719,-0.264122,-0.401708,0.354418,-0.023603,-0.570756,0.342557,0.831415,-0.490768,0.340984,0.830883,-0.501489,0.355887,-0.026946,-0.451671,0.351911,0.591042,-0.411330,0.338148,0.831552,-0.331575,0.336099,0.831142,1.037262,0.333528,0.314619,0.712992,0.339730,-0.412281,0.831385,0.343839,-0.651490,0.831612,0.338369,-0.412108,0.952817,0.337559,-0.412066,0.909531,0.325114,0.548360,1.146153,0.322333,0.559736,0.969161,0.324468,0.551127,1.087466,0.323246,0.556647,1.027473,0.324374,0.553819,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,4.990000,,,,-0.445759,0.361581,-0.262766,-0.402466,0.354355,-0.022282,-0.570741,0.342548,0.831404,-0.490711,0.340970,0.830874,-0.502202,0.355935,-0.025578,-0.451664,0.351920,0.591014,-0.411060,0.338164,0.831305,-0.331546,0.336120,0.831133,1.037280,0.333533,0.314604,0.711915,0.339743,-0.413559,0.829955,0.343530,-0.652995,0.830618,0.338211,-0.413058,0.951726,0.337412,-0.413267,0.909544,0.325121,0.548359,1.146181,0.322336,0.559741,0.969163,0.324455,0.551149,1.087455,0.323202,0.556623,1.028386,0.323527,0.553669,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,5.000000,,,,-0.446003,0.361808,-0.261390,-0.403049,0.354247,-0.020980,-0.570717,0.342569,0.831403,-0.490704,0.340971,0.830872,-0.502820,0.356012,-0.024396,-0.451653,0.351903,0.591019,-0.411050,0.338186,0.831294,-0.331514,0.336120,0.831126,1.037312,0.333549,0.314597,0.710501,0.339525,-0.414862,0.829133,0.343391,-0.653963,0.829754,0.338454,-0.413863,0.950705,0.337533,-0.414048,0.909540,0.325078,0.548343,1.146421,0.322479,0.559681,0.969193,0.324451,0.551126,1.087478,0.323233,0.556645,1.027503,0.324383,0.553806,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,5.010000,,,,-0.446405,0.361709,-0.260058,-0.403944,0.354096,-0.019597,-0.570700,0.342556,0.831407,-0.490684,0.340996,0.830849,-0.503426,0.356013,-0.023155,-0.451642,0.351924,0.591015,-0.411023,0.338182,0.831274,-0.331500,0.336135,0.831106,1.037319,0.333507,0.314604,0.709925,0.339835,-0.415312,0.827860,0.343308,-0.655102,0.828555,0.338107,-0.414912,0.950518,0.337984,-0.415439,0.909578,0.325089,0.548373,1.146217,0.322308,0.559729,0.969213,0.324458,0.551133,1.087477,0.323215,0.556658,1.027516,0.324390,0.553841,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,5.020000,,,,-0.446781,0.361601,-0.258761,-0.404450,0.354193,-0.018423,-0.570688,0.342584,0.831391,-0.490651,0.340957,0.830867,-0.504027,0.355907,-0.021678,-0.451619,0.351909,0.591019,-0.410989,0.338156,0.831286,-0.331443,0.336120,0.831108,1.037340,0.333524,0.314618,0.708367,0.339654,-0.416450,0.826811,0.343499,-0.655784,0.827627,0.338347,-0.415922,0.948612,0.337645,-0.415987,0.909611,0.325115,0.548379,1.146462,0.322468,0.559700,0.969218,0.324454,0.551137,1.087506,0.323227,0.556667,1.027513,0.324382,0.553863,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,5.030000,,,,-0.447601,0.361654,-0.257425,-0.405008,0.354114,-0.017256,-0.570665,0.342590,0.831405,-0.490641,0.340966,0.830863,-0.504496,0.355843,-0.020463,-0.451598,0.351904,0.591012,-0.410959,0.338168,0.831285,-0.331443,0.336126,0.831093,1.037349,0.333552,0.314646,0.707563,0.339924,-0.416901,0.825922,0.343808,-0.656189,0.826577,0.338422,-0.416714,0.947406,0.337442,-0.417128,0.909590,0.325114,0.548396,1.146457,0.322437,0.559715,0.969236,0.324461,0.551168,1.087511,0.323216,0.556709,1.027511,0.324362,0.553859,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,5.040000,,,,-0.448103,0.361726,-0.256161,-0.405532,0.354205,-0.015809,-0.570632,0.342583,0.831379,-0.490592,0.340985,0.830840,-0.505101,0.355793,-0.019177,-0.451571,0.351916,0.591019,-0.410963,0.338152,0.831270,-0.331407,0.336128,0.831083,1.037328,0.333522,0.314665,0.706616,0.340019,-0.417510,0.823956,0.343485,-0.657606,0.823869,0.337688,-0.418631,0.946454,0.337706,-0.417857,0.909611,0.325147,0.548446,1.146265,0.322341,0.559772,0.969227,0.324457,0.551171,1.087498,0.323200,0.556701,1.027496,0.324321,0.553865,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,5.050000,,,,-0.448508,0.361663,-0.254754,-0.405985,0.354109,-0.014427,-0.570636,0.342585,0.831395,-0.490607,0.341001,0.830847,-0.505725,0.355821,-0.017955,-0.451568,0.351930,0.591020,-0.410926,0.338186,0.831296,-0.331423,0.336115,0.831117,1.037326,0.333559,0.314665,0.705432,0.340030,-0.418480,0.822425,0.343421,-0.658620,0.824247,0.338591,-0.418452,0.945152,0.337582,-0.418992,0.909581,0.325094,0.548436,1.146222,0.322291,0.559786,0.969225,0.324474,0.551220,1.087502,0.323219,0.556713,1.027526,0.324377,0.553908,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,5.060000,,,,-0.449259,0.361728,-0.253390,-0.406736,0.354136,-0.013056,-0.570654,0.342577,0.831422,-0.490626,0.341001,0.830831,-0.506213,0.356115,-0.016437,-0.451559,0.351919,0.591047,-0.410929,0.338176,0.831299,-0.331419,0.336109,0.831126,1.037275,0.333528,0.314674,0.704248,0.339997,-0.419411,0.821408,0.343424,-0.659420,0.823237,0.338534,-0.419369,0.943487,0.337999,-0.419780,0.909561,0.325109,0.548466,1.146204,0.322283,0.559801,0.969203,0.324455,0.551233,1.087490,0.323233,0.556719,1.027518,0.324385,0.553921,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,5.070000,,,,-0.449934,0.361634,-0.252162,-0.407506,0.354152,-0.011583,-0.570659,0.342561,0.831432,-0.490601,0.340988,0.830866,-0.507132,0.355874,-0.015096,-0.451557,0.351908,0.591052,-0.410962,0.338179,0.831293,-0.331398,0.336119,0.831133,1.037259,0.333558,0.314671,0.702720,0.339799,-0.420470,0.821036,0.343634,-0.659623,0.822022,0.338289,-0.420262,0.942438,0.338072,-0.420347,0.909528,0.325116,0.548455,1.146163,0.322308,0.559809,0.969187,0.324464,0.551230,1.087471,0.323229,0.556723,1.028390,0.323545,0.553747,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,5.080000,,,,-0.450426,0.361628,-0.250652,-0.408117,0.354109,-0.010293,-0.570699,0.342571,0.831427,-0.490633,0.340998,0.830875,-0.507706,0.355995,-0.013922,-0.451547,0.351912,0.591051,-0.410975,0.338186,0.831325,-0.331449,0.336126,0.831158,1.037236,0.333500,0.314701,0.702054,0.339891,-0.420906,0.820315,0.343514,-0.660185,0.820804,0.338361,-0.420928,0.941580,0.338578,-0.421128,0.909517,0.325105,0.548443,1.146164,0.322299,0.559802,0.969172,0.324487,0.551191,1.087418,0.323206,0.556718,1.028381,0.323536,0.553738,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,5.090000,,,,-0.450933,0.361743,-0.249354,-0.408573,0.354204,-0.009096,-0.570695,0.342566,0.831447,-0.490658,0.340999,0.830896,-0.507920,0.356069,-0.012478,-0.451579,0.351908,0.591064,-0.410996,0.338198,0.831330,-0.331498,0.336124,0.831184,1.037230,0.333538,0.314692,0.700782,0.340017,-0.421543,0.819380,0.343653,-0.660639,0.819724,0.338645,-0.421305,0.940291,0.338652,-0.421578,0.909502,0.325105,0.548439,1.146115,0.322284,0.559798,0.969151,0.324457,0.551189,1.087436,0.323219,0.556710,1.028319,0.323541,0.553727,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,5.100000,,,,-0.451753,0.361440,-0.248357,-0.409032,0.354152,-0.007805,-0.570730,0.342543,0.831464,-0.490694,0.340965,0.830924,-0.508650,0.355856,-0.011333,-0.451594,0.351909,0.591086,-0.411225,0.338167,0.831585,-0.331486,0.336104,0.831211,1.037229,0.333549,0.314689,0.699572,0.340103,-0.421975,0.817776,0.343470,-0.661420,0.818482,0.338743,-0.421380,0.939082,0.338571,-0.421769,0.909480,0.325114,0.548418,1.146070,0.322262,0.559817,0.969142,0.324462,0.551185,1.087342,0.323022,0.556743,1.028319,0.323497,0.553738,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,5.110000,,,,-0.452033,0.361503,-0.247426,-0.409060,0.354354,-0.006892,-0.570736,0.342560,0.831459,-0.490725,0.341019,0.830913,-0.508968,0.355781,-0.010396,-0.451604,0.351930,0.591073,-0.411293,0.338154,0.831604,-0.331535,0.336096,0.831218,1.037210,0.333523,0.314666,0.698305,0.340125,-0.422188,0.816829,0.343499,-0.661500,0.817110,0.338162,-0.420648,0.938156,0.337725,-0.421609,0.909496,0.325126,0.548409,1.146123,0.322310,0.559792,0.969139,0.324455,0.551165,1.087422,0.323229,0.556702,1.028352,0.323511,0.553712,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,5.120000,,,,-0.452010,0.361433,-0.247051,-0.409021,0.354299,-0.006487,-0.570767,0.342541,0.831461,-0.490727,0.340961,0.830929,-0.508988,0.355766,-0.009948,-0.451613,0.351901,0.591082,-0.411307,0.338183,0.831599,-0.331545,0.336112,0.831203,1.037227,0.333532,0.314671,0.697084,0.340194,-0.422164,0.815378,0.343373,-0.661759,0.815682,0.338450,-0.421746,0.937041,0.337610,-0.421616,0.909498,0.325109,0.548423,1.146107,0.322297,0.559775,0.969150,0.324462,0.551182,1.087414,0.323207,0.556682,1.028319,0.323536,0.553717,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,5.130000,,,,-0.451873,0.361414,-0.247213,-0.408762,0.354255,-0.006651,-0.570768,0.342537,0.831477,-0.490733,0.340997,0.830913,-0.508691,0.355807,-0.010092,-0.451639,0.351916,0.591067,-0.411084,0.338187,0.831351,-0.331578,0.336108,0.831205,1.037199,0.333529,0.314643,0.695927,0.340194,-0.421977,0.814126,0.343470,-0.661559,0.814710,0.338285,-0.420810,0.935546,0.337760,-0.421446,0.909527,0.325108,0.548414,1.146136,0.322286,0.559774,0.969158,0.324465,0.551183,1.087419,0.323197,0.556675,1.028383,0.323515,0.553718,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,5.140000,,,,-0.451821,0.361394,-0.247868,-0.408186,0.354348,-0.007427,-0.570772,0.342513,0.831458,-0.490765,0.341002,0.830904,-0.508251,0.355724,-0.010776,-0.451662,0.351905,0.591057,-0.411075,0.338163,0.831346,-0.331554,0.336097,0.831188,1.037242,0.333543,0.314645,0.694703,0.340158,-0.421707,0.812897,0.343700,-0.661277,0.813802,0.338366,-0.420746,0.933718,0.338078,-0.421247,0.909540,0.325124,0.548406,1.146167,0.322321,0.559756,0.969170,0.324467,0.551184,1.087458,0.323237,0.556681,1.027435,0.324314,0.553853,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,5.150000,,,,-0.451438,0.361705,-0.248955,-0.408034,0.354104,-0.008889,-0.570757,0.342577,0.831445,-0.490742,0.340993,0.830873,-0.507686,0.355714,-0.011853,-0.451664,0.351908,0.591054,-0.411083,0.338169,0.831320,-0.331553,0.336119,0.831162,1.037258,0.333550,0.314636,0.693405,0.340146,-0.421412,0.811611,0.343741,-0.660966,0.812415,0.338559,-0.420981,0.932701,0.338082,-0.421152,0.909557,0.325113,0.548418,1.146175,0.322268,0.559750,0.969187,0.324455,0.551158,1.087443,0.323193,0.556670,1.027458,0.324339,0.553843,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,5.160000,,,,-0.451685,0.361809,-0.250537,-0.407769,0.354011,-0.010291,-0.570744,0.342552,0.831435,-0.490746,0.341003,0.830909,-0.507352,0.355869,-0.013162,-0.451652,0.351907,0.591049,-0.411051,0.338175,0.831320,-0.331527,0.336102,0.831153,1.037282,0.333559,0.314632,0.692425,0.340227,-0.421065,0.810393,0.343590,-0.660779,0.811355,0.338694,-0.420659,0.931649,0.338106,-0.420937,0.909572,0.325111,0.548393,1.146192,0.322286,0.559755,0.969193,0.324501,0.551179,1.087452,0.323208,0.556664,1.027493,0.324400,0.553848,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,5.170000,,,,-0.452066,0.361790,-0.252077,-0.407615,0.354101,-0.011800,-0.570725,0.342566,0.831439,-0.490707,0.340953,0.830896,-0.507285,0.355800,-0.014527,-0.451661,0.351919,0.591060,-0.411057,0.338188,0.831311,-0.331525,0.336113,0.831137,1.037319,0.333539,0.314632,0.691430,0.340287,-0.420754,0.809340,0.343483,-0.660388,0.810318,0.338835,-0.420379,0.930775,0.338192,-0.420662,0.909563,0.325087,0.548359,1.146407,0.322379,0.559700,0.969213,0.324483,0.551181,1.087485,0.323187,0.556658,1.027500,0.324386,0.553846,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,5.180000,,,,-0.452181,0.361348,-0.252984,-0.407711,0.353993,-0.013493,-0.570702,0.342543,0.831442,-0.490700,0.340984,0.830881,-0.507267,0.355808,-0.015881,-0.451641,0.351896,0.591037,-0.411012,0.338161,0.831317,-0.331510,0.336091,0.831156,1.037326,0.333539,0.314618,0.690619,0.340260,-0.420492,0.809106,0.343708,-0.659649,0.809598,0.338741,-0.420105,0.930107,0.338162,-0.420333,0.909602,0.325126,0.548380,1.146221,0.322291,0.559750,0.969207,0.324475,0.551139,1.087497,0.323223,0.556677,1.027474,0.324316,0.553827,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,5.190000,,,,-0.453390,0.361984,-0.255050,-0.407797,0.354099,-0.015069,-0.570692,0.342569,0.831431,-0.490664,0.340995,0.830869,-0.507402,0.355813,-0.017302,-0.451625,0.351931,0.591018,-0.410974,0.338184,0.831302,-0.331477,0.336108,0.831133,1.037342,0.333542,0.314621,0.690000,0.339868,-0.420355,0.808196,0.343505,-0.659688,0.809003,0.338801,-0.419713,0.929491,0.338168,-0.419829,0.909605,0.325124,0.548376,1.146228,0.322312,0.559765,0.969213,0.324486,0.551195,1.087516,0.323195,0.556661,1.027551,0.324351,0.553846,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,5.200000,,,,-0.453046,0.361649,-0.256430,-0.407572,0.354393,-0.016402,-0.570669,0.342536,0.831427,-0.490632,0.340985,0.830857,-0.507213,0.355885,-0.018875,-0.451606,0.351910,0.591032,-0.410990,0.338173,0.831292,-0.331451,0.336112,0.831140,1.037343,0.333533,0.314619,0.689342,0.340332,-0.419647,0.808058,0.343623,-0.658749,0.808408,0.338744,-0.419257,0.928690,0.338261,-0.419195,0.909603,0.325096,0.548388,1.146460,0.322415,0.559721,0.969233,0.324486,0.551152,1.087535,0.323261,0.556706,1.027508,0.324332,0.553843,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,5.210000,,,,-0.452057,0.361871,-0.258084,-0.407822,0.354132,-0.018021,-0.570666,0.342576,0.831427,-0.490635,0.341009,0.830852,-0.507334,0.355850,-0.020645,-0.451589,0.351903,0.591044,-0.410978,0.338172,0.831300,-0.331449,0.336120,0.831123,1.037313,0.333516,0.314651,0.688686,0.340498,-0.419033,0.806841,0.343598,-0.658499,0.807817,0.338779,-0.418711,0.928182,0.338690,-0.418918,0.909611,0.325110,0.548402,1.146457,0.322432,0.559726,0.969216,0.324451,0.551180,1.087514,0.323196,0.556707,1.027534,0.324340,0.553872,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,5.220000,,,,-0.451449,0.361895,-0.259726,-0.407872,0.354203,-0.019533,-0.570655,0.342549,0.831426,-0.490634,0.340995,0.830880,-0.507124,0.355988,-0.022471,-0.451563,0.351933,0.591050,-0.410958,0.338189,0.831304,-0.331448,0.336104,0.831158,1.037293,0.333510,0.314648,0.687856,0.340431,-0.418084,0.805779,0.343530,-0.657760,0.806992,0.338768,-0.417967,0.927167,0.338063,-0.417985,0.909584,0.325104,0.548380,1.146223,0.322301,0.559779,0.969221,0.324478,0.551218,1.087514,0.323213,0.556711,1.027497,0.324368,0.553877,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,5.230000,,,,-0.450770,0.361817,-0.261518,-0.407785,0.354206,-0.021504,-0.570643,0.342599,0.831402,-0.490601,0.340977,0.830871,-0.507355,0.355851,-0.024457,-0.451538,0.351888,0.591052,-0.410951,0.338166,0.831306,-0.331453,0.336110,0.831142,1.037279,0.333519,0.314666,0.687031,0.340505,-0.417112,0.804783,0.343613,-0.656897,0.806143,0.338801,-0.417145,0.926436,0.338009,-0.417342,0.909579,0.325100,0.548435,1.146209,0.322285,0.559800,0.969201,0.324455,0.551218,1.087483,0.323219,0.556698,1.027487,0.324337,0.553884,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,5.240000,,,,-0.450032,0.361456,-0.263754,-0.407748,0.354179,-0.023484,-0.570657,0.342549,0.831432,-0.490641,0.340974,0.830885,-0.507248,0.355887,-0.026762,-0.451578,0.351922,0.591051,-0.410944,0.338170,0.831331,-0.331448,0.336086,0.831170,1.037231,0.333507,0.314688,0.686203,0.340321,-0.416356,0.803757,0.343950,-0.656041,0.805308,0.338947,-0.416267,0.926070,0.337790,-0.416700,0.909535,0.325107,0.548428,1.146192,0.322334,0.559805,0.969201,0.324460,0.551196,1.087466,0.323191,0.556700,1.027490,0.324387,0.553903,,,,,,,,,,,,,,,,,,,,,,,,,,,
