Format Version,1.23,Take Name,Take 2024-02-12 07.46.10 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-02-12 07.46.10.359 PM,Capture Start Frame,4086023,Total Frames in Take,6067,Total Exported Frames,6067,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000,Unlabeled 1001,Unlabeled 1001,Unlabeled 1001,Unlabeled 1002,Unlabeled 1002,Unlabeled 1002,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1004,Unlabeled 1004,Unlabeled 1004,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013,Unlabeled 1014,Unlabeled 1014,Unlabeled 1014,Unlabeled 1015,Unlabeled 1015,Unlabeled 1015,Unlabeled 1016,Unlabeled 1016,Unlabeled 1016,Unlabeled 1017,Unlabeled 1017,Unlabeled 1017
,ID,"C3900","C3900","C3900","C39D0","C39D0","C39D0","C3B00","C3B00","C3B00","C3B10","C3B10","C3B10","C3B20","C3B20","C3B20","C3C70","C3C70","C3C70","C3D60","C3D60","C3D60","C3D70","C3D70","C3D70","C3D80","C3D80","C3D80","C3D90","C3D90","C3D90","C3DC0","C3DC0","C3DC0","C3E10","C3E10","C3E10","C3E30","C3E30","C3E30","C3E70","C3E70","C3E70","C3F10","C3F10","C3F10","C3F20","C3F20","C3F20","C3F30","C3F30","C3F30","C3F50","C3F50","C3F50"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-0.673949,0.344590,0.057786,-0.772888,0.359463,-0.191525,-0.832228,0.349900,0.044062,-0.912170,0.352249,0.037262,-0.753424,0.347247,0.051154,-0.261299,0.335461,1.118394,-0.028944,0.332055,1.153027,-0.108647,0.342635,0.899492,-0.084668,0.331974,1.146105,-0.202752,0.331534,1.129155,1.132542,0.330967,0.591209,1.261691,0.335128,0.358233,1.370360,0.326549,0.602262,1.251071,0.328174,0.596575,0.530797,0.353589,-0.965271,0.451864,0.362487,-1.196272,0.433077,0.356212,-0.953462,-0.144098,0.330576,1.137897
1,0.010000,-0.673942,0.344555,0.057775,-0.772858,0.359463,-0.191527,-0.832236,0.349904,0.044033,-0.912136,0.352242,0.037247,-0.753393,0.347309,0.051096,-0.261276,0.335482,1.118467,-0.028930,0.332024,1.153023,-0.108669,0.342631,0.899465,-0.084645,0.331957,1.146113,-0.202755,0.331554,1.129184,1.132554,0.330959,0.591218,1.261684,0.335157,0.358232,1.370378,0.326575,0.602287,1.251109,0.328247,0.596587,0.530818,0.353609,-0.965246,0.451862,0.362545,-1.196243,0.433027,0.356191,-0.953445,-0.144077,0.330574,1.137907
2,0.020000,-0.673909,0.344598,0.057766,-0.772872,0.359485,-0.191547,-0.832204,0.349924,0.044041,-0.912124,0.352234,0.037257,-0.753350,0.347262,0.051080,-0.261281,0.335488,1.118488,-0.028362,0.331805,1.153299,-0.108697,0.342664,0.899509,-0.084631,0.331944,1.146136,-0.202742,0.331532,1.129220,1.132570,0.330941,0.591269,1.261682,0.335134,0.358257,1.370385,0.326575,0.602307,1.251119,0.328200,0.596602,0.530797,0.353597,-0.965255,0.451890,0.362508,-1.196287,0.433037,0.356177,-0.953459,-0.144063,0.330596,1.137945
3,0.030000,-0.673950,0.344561,0.057788,-0.772839,0.359456,-0.191549,-0.832371,0.350198,0.043971,-0.912121,0.352259,0.037249,-0.753342,0.347262,0.051125,-0.261328,0.335504,1.118528,-0.028374,0.331805,1.153302,-0.108732,0.342635,0.899512,-0.084642,0.331949,1.146144,-0.202736,0.331559,1.129210,1.132537,0.330956,0.591233,1.261691,0.335181,0.358273,1.370358,0.326545,0.602300,1.251092,0.328211,0.596612,0.530809,0.353634,-0.965264,0.451934,0.362606,-1.196377,0.433028,0.356184,-0.953452,-0.144076,0.330562,1.137940
4,0.040000,-0.673878,0.344546,0.057793,-0.772826,0.359454,-0.191547,-0.832224,0.349901,0.044022,-0.912114,0.352244,0.037254,-0.753349,0.347265,0.051139,-0.261322,0.335503,1.118513,-0.028389,0.331813,1.153321,-0.108783,0.342657,0.899508,-0.084656,0.331974,1.146107,-0.202747,0.331544,1.129222,1.132536,0.330941,0.591273,1.261664,0.335155,0.358278,1.370351,0.326551,0.602298,1.251071,0.328186,0.596607,0.530815,0.353636,-0.965279,0.451866,0.362570,-1.196397,0.433029,0.356195,-0.953481,-0.144086,0.330569,1.137922
5,0.050000,-0.673931,0.344553,0.057802,-0.772834,0.359487,-0.191521,-0.832392,0.350191,0.043973,-0.912115,0.352212,0.037254,-0.753356,0.347241,0.051162,-0.261368,0.335508,1.118450,-0.028968,0.332030,1.153056,-0.108744,0.342635,0.899489,-0.084694,0.331948,1.146119,-0.202791,0.331583,1.129176,1.132512,0.330924,0.591265,1.261648,0.335172,0.358267,1.370298,0.326516,0.602289,1.251078,0.328234,0.596602,0.530825,0.353626,-0.965281,0.451883,0.362600,-1.196375,0.433044,0.356177,-0.953470,-0.144125,0.330573,1.137920
