Format Version,1.23,Take Name,Take 2024-02-12 06.35.34 PM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-02-12 06.35.34.960 PM,Capture Start Frame,3662457,Total Frames in Take,6263,Total Exported Frames,6263,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.160000,1.033916,0.331675,0.886699,-0.999809,0.362132,-0.709269,-0.895277,0.367131,-0.954876,-0.880050,0.359239,-0.716810,-0.761344,0.357094,-0.723796,-0.616439,0.341500,1.081220,-0.536213,0.339766,1.081488,-0.494267,0.350711,0.841695,-0.456659,0.337248,1.082988,-0.376934,0.335288,1.082750,0.584471,0.348565,-0.393162,0.639534,0.353247,-0.630983,0.684536,0.346757,-0.391191,0.935181,0.323675,1.134236,1.052456,0.321811,1.124053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.170000,1.033937,0.331696,0.886683,-0.999822,0.362168,-0.709270,-0.895295,0.367143,-0.954930,-0.879880,0.358917,-0.716681,-0.761135,0.356724,-0.723613,-0.616425,0.341475,1.081218,-0.536224,0.339757,1.081481,-0.494267,0.350704,0.841683,-0.456659,0.337239,1.082959,-0.376941,0.335297,1.082754,0.584898,0.348934,-0.391306,0.639180,0.352404,-0.629250,0.684046,0.346663,-0.390061,0.935121,0.323660,1.134210,1.052442,0.321850,1.124065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.180000,1.033952,0.331695,0.886669,-0.999798,0.362178,-0.709262,-0.895264,0.367144,-0.954876,-0.879863,0.358954,-0.716694,-0.761389,0.357060,-0.723789,-0.616386,0.341469,1.081233,-0.536177,0.339778,1.081463,-0.494251,0.350697,0.841682,-0.456621,0.337250,1.082968,-0.376931,0.335298,1.082746,0.585110,0.349549,-0.390513,0.638449,0.352354,-0.628115,0.683152,0.346765,-0.389066,0.935156,0.323692,1.134201,1.052458,0.321893,1.124044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.190000,1.033953,0.331700,0.886653,-0.999807,0.362165,-0.709254,-0.895270,0.367133,-0.954868,-0.879894,0.358947,-0.716720,-0.761377,0.357079,-0.723783,-0.616369,0.341511,1.081196,-0.536142,0.339798,1.081446,-0.494241,0.350702,0.841669,-0.456619,0.337257,1.082960,-0.376886,0.335286,1.082725,0.584440,0.349111,-0.389175,0.637351,0.353260,-0.627431,0.682790,0.346731,-0.387960,0.935151,0.323674,1.134166,1.052444,0.321865,1.124006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.200000,1.033980,0.331695,0.886653,-0.999775,0.362157,-0.709228,-0.895273,0.367138,-0.954877,-0.880059,0.359216,-0.716807,-0.761109,0.356730,-0.723636,-0.616380,0.341481,1.081191,-0.536161,0.339795,1.081468,-0.494226,0.350698,0.841678,-0.456601,0.337238,1.082964,-0.376882,0.335298,1.082723,0.584302,0.348430,-0.387620,0.636776,0.353085,-0.626453,0.682387,0.346682,-0.386888,0.935120,0.323646,1.134143,1.052493,0.321892,1.123987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.210000,1.033987,0.331705,0.886651,-0.999766,0.362172,-0.709256,-0.895266,0.367166,-0.954875,-0.879843,0.358946,-0.716692,-0.761376,0.357063,-0.723815,-0.616347,0.341471,1.081195,-0.536087,0.339820,1.081447,-0.494199,0.350705,0.841682,-0.456584,0.337245,1.082954,-0.376867,0.335316,1.082731,0.583834,0.349144,-0.386673,0.636537,0.352165,-0.624794,0.682091,0.346691,-0.385926,0.935152,0.323714,1.134133,1.052445,0.321842,1.123959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.220000,1.034066,0.331770,0.886650,-0.999767,0.362159,-0.709241,-0.895267,0.367124,-0.954883,-0.879878,0.358939,-0.716695,-0.761342,0.357096,-0.723823,-0.616295,0.341537,1.081174,-0.536002,0.339782,1.081554,-0.494202,0.350714,0.841685,-0.456575,0.337251,1.082960,-0.376842,0.335300,1.082731,0.583421,0.349070,-0.385690,0.636314,0.352389,-0.623611,0.682320,0.346710,-0.384528,0.935186,0.323683,1.134118,1.052491,0.321865,1.123986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.230000,1.034022,0.331675,0.886637,-0.999753,0.362182,-0.709256,-0.895248,0.367167,-0.954903,-0.879875,0.358926,-0.716751,-0.761361,0.357047,-0.723810,-0.616345,0.341515,1.081161,-0.536117,0.339761,1.081517,-0.494184,0.350683,0.841707,-0.456584,0.337229,1.082987,-0.376855,0.335302,1.082736,0.583004,0.349047,-0.384439,0.636034,0.352201,-0.622326,0.682108,0.346629,-0.383266,0.935196,0.323684,1.134140,1.052500,0.321839,1.124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.240000,1.034069,0.331738,0.886636,-0.999735,0.362187,-0.709248,-0.895264,0.367175,-0.954905,-0.880025,0.359218,-0.716806,-0.761316,0.357086,-0.723818,-0.616330,0.341500,1.081222,-0.536045,0.339804,1.081504,-0.494188,0.350687,0.841723,-0.456581,0.337241,1.083011,-0.376846,0.335298,1.082766,0.582656,0.349052,-0.383178,0.635795,0.352173,-0.621057,0.681801,0.346586,-0.381919,0.935233,0.323674,1.134130,1.052579,0.321915,1.123983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.250000,1.034067,0.331708,0.886633,-0.999739,0.362156,-0.709246,-0.895223,0.367145,-0.954885,-0.879858,0.358941,-0.716714,-0.761320,0.357084,-0.723803,-0.616332,0.341496,1.081251,-0.536061,0.339824,1.081517,-0.494202,0.350700,0.841721,-0.456599,0.337244,1.083021,-0.376856,0.335303,1.082770,0.582260,0.349000,-0.382075,0.635655,0.352218,-0.619717,0.681689,0.346337,-0.380375,0.935310,0.323727,1.134177,1.052559,0.321831,1.123975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
